Aprika	Afrika
San Pablo, Bolívar	San Pablo (Bolívar)
Puerto Guzmán	Puerto Guzmán
Mahates	Mahates
San Carlos, Córdoba	San Carlos (Córdoba)
La Calera, Cundinamarca	La Calera (Colombia)
Villeta, Cundinamarca	Villeta
Sopó	Sopó
Puerto Escondido, Córdoba	Puerto Escondido (Colombia)
Santa Ana, Magdalena	Santa Ana (Magdalena)
Algeciras, Huila	Algeciras (Colombia)
Villagarzón	Villagarzón
Fonseca, La Guajira	Fonseca (Colombia)
Guamal	Guamal (Magdalena)
Pueblo Viejo, Magdalena	Puebloviejo
Dibulla, La Guajira	Dibulla
Buesaco	Buesaco
El Zulia	El Zulia
Timana	Timaná
Olaya Herrera	Olaya Herrera
El Charco	El Charco (Colombia)
Sandona	Sandoná
Monitos	Moñitos
Sitionuevo	Sitionuevo
San Martín, Meta	San Martín (Meta)
Istmina	Istmina
Amagá	Amagá
Zaragoza, Antioquia	Zaragoza (Antioquia)
Amalfi, Antioquia	Amalfi (Antioquia)
Remedios, Antioquia	Remedios (Colombia)
Nechi	Nechí
San Pedro, Antioquia	San Pedro de los Milagros
San Juan de Urabá	San Juan de Urabá
Dabeiba	Dabeiba
Santa Bárbara, Antioquia	Santa Bárbara (Antioquia)
Concordia, Antioquia	Concordia (Antioquia)
San Alberto, Cesar	San Alberto (Cesar)
Inza, Cauca	Inzá
San Jacinto, Bolívar	San Jacinto (Colombia)
La Montañita	La Montañita
Ituango	Ituango
Abejorral	Abejorral
El Paso, Cesar	El Paso (Colombia)
Tabio	Tabio
Supía, Caldas	Supía
Silvania	Silvania
Fredonia, Antioquia	Fredonia (Antioquia)
Aguadas, Caldas	Aguadas
Pinillos	Pinillos (Colombia)
Manzanares, Caldas	Manzanares (Colombia)
Robles La Paz	La Paz Robles
Tocancipá	Tocancipá
Palermo, Huila	Palermo (Huila)
San Antero	San Antero
Rio Viejo	Río Viejo
San Miguel, Putumayo	San Miguel (Putumayo)
Santacruz, Nariño	Santacruz
Villanueva, La Guajira	Villanueva (La Guajira)
Fortul	Fortul
Medio Atrato	Medio Atrato
Paz de Ariporo	Paz de Ariporo
Vista Hermosa, Meta	Vista Hermosa
Casper	Casper het vriendelijke spookje
Siva cyanouroptera	Blauwvleugelminla
Awiting Pamasko	Kerstmuziek
Frankfurt (paglilinaw)	Frankfurt
Pista	Feest- en gedenkdagen
Envigado	Envigado
Escala	Escala
Suan, Colombia	Suan
All India Forward Bloc	All India Forward Bloc
Mabuhay ang Prusya	Preußens Gloria
Tore ng Kalayaan (Miami)	Freedom Tower (Miami)
Kipot ng Cebu	Straat Cebu
Kategorya:Afghanistan	Categorie:Afghanistan
Kategorya:Algeria	Categorie:Algerije
Kategorya:Austriya	Categorie:Oostenrijk
Kategorya:Banglades	Categorie:Bangladesh
Kategorya:Demokratikong Republika ng Congo	Categorie:Congo-Kinshasa
PDCI	Parti démocratique de la Côte d'Ivoire
Kategorya:Cuba	Categorie:Cuba
Kategorya:Etiyopiya	Categorie:Ethiopië
Kategorya:Indonesya	Categorie:Indonesië
Kategorya:Irak	Categorie:Irak
Kategorya:Olanda	Categorie:Nederland
Kategorya:Nigeria	Categorie:Nigeria
Kategorya:Pakistan	Categorie:Pakistan
Kategorya:Poland	Categorie:Polen
Kategorya:Portugal	Categorie:Portugal
Kategorya:Singapore	Categorie:Singapore
Kategorya:Timog Korea	Categorie:Zuid-Korea
Kategorya:Sudan	Categorie:Soedan
Kategorya:Switzerland	Categorie:Zwitserland
Kategorya:Thailand	Categorie:Thailand
Kategorya:Ukraine	Categorie:Oekraïne
Kategorya:Biyetnam	Categorie:Vietnam
Kategorya:Imperyong Romano	Categorie:Romeinse Rijk
Kategorya:Mamalya	Categorie:Zoogdier
Kategorya:Amphibia	Categorie:Amfibie
Kategorya:Ibon	Categorie:Vogel
Kategorya:Fungi	Categorie:Schimmel
Kategorya:Bakterya	Categorie:Bacterie
Kategorya:Virus	Categorie:Virus
Kategorya:Halaman	Categorie:Plant
Kategorya:Pisika	Categorie:Natuurkunde
Kategorya:Agham pangkalikasan	Categorie:Natuurwetenschappen
Kategorya:Biyolohiya	Categorie:Biologie
Kategorya:Kimika	Categorie:Scheikunde
Kategorya:Agham pandaigdig	Categorie:Aardwetenschappen
Kategorya:Kasaysayan	Categorie:Geschiedenis
Kategorya:Heograpiya	Categorie:Geografie
Kategorya:Lipunan	Categorie:Mens en maatschappij
Kategorya:Sining biswal	Categorie:Beeldende kunst
Kategorya:Relihiyon	Categorie:Religie
Kategorya:Palakasan	Categorie:Sport
Kategorya:Agham	Categorie:Wetenschap
Kategorya:Mga Nagkakaisang Bansa	Categorie:Verenigde Naties
Kategorya:Unyong Europeo	Categorie:Europese Unie
Kategorya:Pelikula	Categorie:Film
Kategorya:Pandaigdigang Pamanang Pook	Categorie:Werelderfgoed
Kategorya:Mass media	Categorie:Media
Kategorya:Mga gusali at estruktura	Categorie:Bouwwerk
Kategorya:Komunikasyon	Categorie:Communicatie
Kategorya:Daigdig	Categorie:Aarde
Kategorya:Impormasyon	Categorie:Informatie
Gourmet	Gourmetten
Pagpapahayag ng kalayaan	Onafhankelijkheidsverklaring
Static Shock	Static Shock
Man-Bat	Man-Bat
Lamuymoy (papel)	Tissue
Blue Dragon	Blue Dragon
Burol (seremonya)	Avondwake
Partido Liberal (Pilipinas)	Liberal Party (Filipijnen)
Swallow the Sun	Swallow the Sun
Unya	Operculum (mollusken)
She's the One	She's the One (film)
Pinakamakapangyarihang bansa	Supermacht
Galan, Santander	Galán
Katunggali	Tegenstander
Bariasyong kopya bilang	Copynumbervariaties
Ratiles ni Logan	Loganbes
Patricio Montojo	Patricio Montojo
George Washington (paglilinaw)	George Washington (doorverwijspagina)
Malta (paglilinaw)	Malta
Butiking salamin	Ophisaurus
Pambansang koponan ng basketbol ng Pilipinas	Filipijns basketbalteam
Tagapagtaas ng butil	Graanzuiger
Diyos ng kalagayan ng panahon	Atmosferische god
Sapula	Slabbetje
Pulang moras	Rode moerbei
Mr. Belvedere	Mr. Belvedere
Pan-Philippine Highway	Pan-Filipijnse snelweg
Bobina	Garenklos
Lutuing Pilipino	Filipijnse keuken
Gisa	Sauteren
Puerto Gaitán	Puerto Gaitán
Albán	Albán (Nariño)
Palestina, Caldas	Palestina (Caldas)
Puerto Salgar	Puerto Salgar
Anolaima	Anolaima
Becerril	Becerril
San Diego, Cesar	San Diego (Cesar)
Clemencia	Clemencia
Caparrapí	Caparrapí
Tadó	Tadó
Nobsa	Nobsa
Nilo, Cundinamarca	Nilo
Teorama	Teorama
Garagoa, Boyacá	Garagoa
Cogua	Cogua
Córdoba, Nariño	Córdoba (Nariño)
Tamalameque	Tamalameque
Viotá	Viotá
Algarrobo, Magdalena	Algarrobo (Colombia)
Roberto Payán	Roberto Payán
Aipe	Aipe
Gingoog	Gingoog (Misamis Oriental)
San Lorenzo, Nariño	San Lorenzo (Nariño)
Potosí, Nariño	Potosí (Colombia)
El Tablón	El Tablón de Gómez
Cañasgordas	Cañasgordas
Valdivia, Antioquia	Valdivia (Antioquia)
Salgar	Salgar
Sopetrán	Sopetrán
Jardín	Jardín
Ebejico	Ebéjico
Tocaima	Tocaima
Aranzazu, Caldas	Aranzazu (Colombia)
Chocontá	Chocontá
Condoto	Condoto
Angostura, Antioquia	Angostura (Antioquia)
Peñol	El Peñol (Antioquia)
Monterrey, Casanare	Monterrey (Colombia)
Jambalo, Cauca	Jambaló
Belalcázar, Caldas	Belalcázar (Colombia)
Astrea, Cesar	Astrea
Santa Catalina, Bolívar	Santa Catalina (Colombia)
Viterbo, Caldas	Viterbo (Colombia)
Apia, Risaralda	Apía
Convención	Convención
Yacopí	Yacopí
San Bernardo, Nariño	San Bernardo (Nariño)
Hatonuevo	Hatonuevo
Sabana de Torres	Sabana de Torres
Filandia, Quindío	Filandia
Los Córdobas	Los Córdobas
Puerto Leguízamo	Puerto Leguízamo
La Apartada	La Apartada
San Estanislao, Bolívar	San Estanislao
Filadelfia, Caldas	Filadelfia (Colombia)
Chibolo	Chibolo
El Playón, Kolombiya	El Playón (Colombia)
Magui	Magüi
Mapiripán	Mapiripán
Puente Nacional, Santander	Puente Nacional
Fómeque	Fómeque
Unguía	Unguía
San Antonio del Tequendama	San Antonio del Tequendama
Pijiño	Pijiño del Carmen
Pital	Pital
Chimá	Chimá
Buenavista, Córdoba	Buenavista (Córdoba)
Vélez, Santander	Vélez
Toledo, Norte de Santander	Toledo (Norte de Santander)
Distracción, La Guajira	Distracción
El Carmen, Norte de Santander	El Carmen (Colombia)
Solano, Caquetá	Solano (Colombia)
Barranco de Loba	Barranco de Loba
Retiro, Antioquia	Retiro (Antioquia)
Cómbita	Cómbita
Tenjo	Tenjo (Colombia)
Ventaquemada	Ventaquemada
Tibasosa	Tibasosa
San José de la Fragua	San José del Fragua
Pailitas	Pailitas
San Martín de Loba	San Martín de Loba
Medio Baudó	Medio Baudó
Agua de Dios	Agua de Dios
Bajo Baudó	Bajo Baudó
San Roque, Antioquia	San Roque (Antioquia)
Simiti	Simití
Suesca	Suesca
Ubalá	Ubalá
Gamarra	Gamarra
Rosas, Cauca	Rosas (Cauca)
Saboyá	Saboyá
Guaitarilla	Guaitarilla
Tenerife, Magdalena	Tenerife (Magdalena)
Purísima	Purísima
Cumaral	Cumaral
Urumita	Urumita
Policarpa, Nariño	Policarpa
Taminango	Taminango
La Uribe	Uribe (Colombia)
Puerto Concordia	Puerto Concordia
Guadalupe, Huila	Guadalupe (Huila)
Jericó	Jericó (Antioquia)
San Vicente, Antioquia	San Vicente (Antioquia)
Don Matías	Donmatías
Mutatá	Mutatá
Támesis, Antioquia	Támesis
San Rafael, Antioquia	San Rafael (Antioquia)
Puerto Nare	Puerto Nare
Anorí	Anorí
San Jerónimo, Antioquia	San Jerónimo (Antioquia)
Yondó	Yondó
Ráquira	Ráquira
Turbana, Bolívar	Turbaná
San Fernando, Bolívar	San Fernando (Colombia)
Villapinzón	Villapinzón
Mercaderes, Cauca	Mercaderes
Medio San Juan	Medio San Juan
Samacá	Samacá
Montecristo, Bolívar	Montecristo (Colombia)
Aquitania, Boyacá	Aquitania (Colombia)
La Gloria, Cesar	La Gloria (Colombia)
Pácora, Caldas	Pácora
Cotorra	Cotorra
Canalete	Canalete
Tiquisio	Tiquisio
Chinácota	Chinácota
El Retorno	El Retorno
Sabanas de San Angel	Sabanas de San Ángel
Pueblo Bello (Cesar)	Pueblo Bello
Guachucal	Guachucal
Suaza	Suaza
Polonuevo	Polonuevo
Tarqui, Colombia	Tarqui
Leiva, Nariño	Leiva (Colombia)
Belén de Bajirá	Belén de Bajirá
Nueva Granada, Magdalena	Nueva Granada (Colombia)
Guática	Guática
Linares, Nariño	Linares (Colombia)
Santa Rosa, Bolívar	Santa Rosa (Bolívar)
Rivera, Huila	Rivera (Huila)
Santuario, Risaralda	Santuario (Risaralda)
Santa Rosa de Viterbo, Boyacá	Santa Rosa de Viterbo (Colombia)
Río de Oro, Cesar	Río de Oro (Cesar)
Pamilihang Sapi ng Pilipinas	Philippine Stock Exchange
Kita	Inkomen
Ilog Pampanga	Pampanga (rivier)
Itagüí	Itagüí
Good King Wenceslas	Good King Wenceslas
Montreal, Wisconsin	Montreal (Wisconsin)
Richard Jaeckel	Richard Jaeckel
Pampaningning	Glitters
Chakushin Ari	One Missed Call
Ginintuang trutsa	Goudforel
Melecio Arranz	Melecio Arranz
Mayaguana	Mayaguana
Mga Gobernador-Heneral ng Pilipinas	Gouverneur-generaal van de Filipijnen (1571-1898)
Look ng Subic	Subicbaai
Mariano Jesús Cuenco	Mariano Cuenco
Kongreso ng Pilipinas	Filipijns Congres
Mobile Bay	Baai van Mobile
Papabile	Papabile
Drakmang Griyego	Drachme
Siling-pula	Paprika
Kubikulo	Cubicle
Ekolohiyang pampolitika	Politieke ecologie
Pore, Casanare	Pore
Namatay noong 2010	Lijst van personen overleden in 2010
Guepsa	Güepsa
Kansas (paglilinaw)	Kansas
Palermo	Palermo
Las Vegas	Las Vegas
Bundok Halcon	Mount Halcon
Pop	Pop
Bibliyang Luther	Lutherbijbel
Halo-halo	Halo-halo
Rage comic	Rage Comics
The Manila Times	The Manila Times
Bundok Hamiguitan	Mount Hamiguitan
Batman Beyond: Return of the Joker	Batman Beyond: Return of the Joker
Mesetas	Mesetas
Maripí	Maripí
Socha	Socha
Villavieja, Huila	Villavieja
Ubaque	Ubaque
Nemocón	Nemocón
Capitanejo, Kolombiya	Capitanejo (Colombia)
La Merced, Caldas	La Merced (Colombia)
Iquira	Iquira
San José, Caldas	San José (Caldas)
Chitaraque	Chitaraque
Zapatoca	Zapatoca
Matanza, Santander	Matanza (Colombia)
Tasco, Boyacá	Tasco
Arboledas	Arboledas
Apulo	Apulo (Colombia)
Tona, Santander	Tona (Colombia)
El Molino, La Guajira	El Molino
Funes, Nariño	Funes (Colombia)
Los Santos, Santander	Los Santos (Santander)
El Rosario, Nariño	El Rosario (Colombia)
Lloró	Lloró
La Belleza	La Belleza
San Juan de Arama	San Juan de Arama
Imues	Imués
San Zenón	San Zenón
Iles, Nariño	Iles
Puerto Parra	Puerto Parra
Puerto Santander	Puerto Santander (Norte de Santander)
Florián	Florián
Bochalema	Bochalema
Oporapa	Oporapa
Molagavita	Molagavita
Pesca	Pesca
Quipama	Quípama
Chiquiza	Chíquiza
Margarita, Bolívar	Margarita (Colombia)
Santana, Boyacá	Santana (Boyacá)
Entrerríos	Entrerríos
Tena, Cundinamarca	Tena (Colombia)
Cucunubá	Cucunubá
Nunchía	Nunchía
Chita, Boyacá	Chita (Boyacá)
Solita	Solita
Hato Corozal	Hato Corozal
Trinidad, Casanare	Trinidad (Colombia)
Gachancipá	Gachancipá
Soplaviento	Soplaviento
Vergara, Cundinamarca	Vergara (Colombia)
Concepción, Santander	Concepción (Santander)
Santa María, Huila	Santa María (Huila)
Ancuya	Ancuyá
Pedraza, Magdalena	Pedraza (Colombia)
Labateca	Labateca
Ramiriquí	Ramiriquí
Belén, Boyacá	Belén (Boyacá)
Cerro San Antonio	Cerro San Antonio
Remolino	Remolino
San Pablo de Borbur	San Pablo de Borbur
Sasaima	Sasaima
Acandí	Acandí
Cachira	Cáchira
Curiti	Curití
Vegachi	Vegachí
Pueblorrico	Pueblorrico
Heliconia, Antioquia	Heliconia (Antioquia)
Mallama	Mallama
Fuente de Oro	Fuente de Oro
Pinto, Magdalena	Santa Bárbara de Pinto
La Esperanza, Norte de Santander	La Esperanza (Colombia)
Ragonvalia	Ragonvalia
La Celia	La Celia
Colombia, Huila	Colombia (Huila)
Albán, Cundinamarca	Albán (Cundinamarca)
Atrato	Atrato (gemeente)
El Cantón de San Pablo	El Cantón del San Pablo
Boavita	Boavita
Soracá	Soracá
Cubará	Cubará
San Francisco, Cundinamarca	San Francisco de Sales
Sesquilé	Sesquilé
Úmbita	Umbita
Orocue	Orocué
San Jacinto del Cauca	San Jacinto del Cauca
Talaiga Nuevo	Talaigua Nuevo
Cantagallo, Bolívar	Cantagallo (Colombia)
El Guamo	El Guamo
Kipot ng San Bernardino	San Bernardinostraat
Siachoque	Siachoque
Sutamarchán	Sutamarchán
San José de Pare	San José de Pare
Socotá	Socotá (Colombia)
Gómez Plata	Gómez Plata
Maceo, Antioquia	Maceo
Angelópolis	Angelópolis
Liborina	Liborina
Buritica	Buriticá
La Pintada	La Pintada
Albania, Caquetá	Albania (Caquetá)
Milán, Caquetá	Puerto Milán
Bagadó	Bagadó
Yali, Antioquia	Yalí
San Juan de Rioseco	San Juan de Rioseco
Gramalote	Gramalote
Salento, Quindío	Salento (Colombia)
Guatavita	Guatavita
Chitagá	Chitagá
Barichara	Barichara
Agrado	Agrado
Simijacá	Simijaca
Belmira	Belmira
San Luis de Gaceno	San Luis de Gaceno
Colón, Nariño	Colón (Nariño)
Nocaima	Nocaima
La Tola	La Tola
González (Cesar)	González (Colombia)
Guateque	Guateque
Bojacá	Bojacá
Anapoima	Anapoima
Tausa	Tausa
Pauna	Pauna
El Tarra	El Tarra
Nuevo Colón, Boyacá	Nuevo Colón
Peque, Antioquia	Peque (Colombia)
Mogotes	Mogotes
Montebello, Antioquia	Montebello (Antioquia)
Anzá, Antioquia	Anzá
Yaguara	Yaguará
El Castillo, Meta	El Castillo (Meta)
La Florida, Nariño	La Florida (Colombia)
La Llanada	La Llanada
Cuaspud	Cuaspud
Lejanías	Lejanías
Hacari	Hacarí
Oiba	Oiba
Otanche	Otanche
Regidor, Bolivar	Regidor
Gachalá	Gachalá
Soatá, Boyacá	Soatá
Une	Une (Colombia)
Güicán	Güicán
Río Quito	Río Quito
Quetame	Quétame
Fosca, Cundinamarca	Fosca (Colombia)
Machetá	Machetá
Gachetá	Gachetá
Jenesano	Jenesano
Valparaíso, Caquetá	Valparaíso (Caquetá)
Motavita	Motavita
Santiago, Putumayo	Santiago (Putumayo)
Sapuyes	Sapuyes
Nuquí	Nuquí
Puerto Lleras	Puerto Lleras
Castilla la Nueva, Meta	Castilla la Nueva
Marmato, Caldas	Marmato
Guayatá	Guayatá
Simacota	Simacota
Francisco Pizarro, Nariño	Francisco Pizarro (gemeente)
La Argentina, Huila	La Argentina
Uramita	Uramita
Cisneros, Antioquia	Cisneros (Colombia)
Granada, Antioquia	Granada (Antioquia)
Betania, Antioquia	Betania
Tarso	Tarso
Guatape	Guatapé
Santo Domingo, Antioquia	Santo Domingo (Antioquia)
La Palma, Cundinamarca	La Palma (Cundinamarca)
Ospina	Ospina
Yacuanquer	Yacuanquer
Briceño	Briceño (Antioquia)
Cicuco	Cicuco
Bojayá	Bojayá
Junín, Cundinamarca	Junín (Colombia)
Belén de Andaquies	Belén de los Andaquies
Piamonte	Piamonte
Maní, Casanare	Maní (Colombia)
Firavitoba	Firavitoba
Medina, Cundinamarca	Medina (Colombia)
Nóvita	Nóvita
Tibaná	Tibaná
Caicedo	Caicedo
Bahía Solano	Bahía Solano
Saladoblanco	Saladoblanco
Sotaquira	Sotaquirá
Coromoro	Coromoro
Talaan ng mga kasakupang pederal batay sa populasyon	Lijst van deelgebieden van Rusland naar bevolking
The Great Raid	The Great Raid
Hark the Herald Angels Sing	Hoor de eng'len zingen d'eer
Antolihao	Filipijnse wielewaal
Agham pantao	Humane wetenschappen
Ulap (paglilinaw)	Cloud
Asyatikong langay-langayan	Soendazwaluw
Hellion (komiks)	Hellion
Pailong (paraan ng artikulasyon)	Nasalisatie
Nokia 1600	Nokia 1600
Nokia 6300	Nokia 6300
Kaimito	Cainito
Richard Gordon (politiko)	Richard Gordon (politicus)
Marlo Thomas	Marlo Thomas
Mangkukulam	Heks (persoon)
Plesiosauroidea	Plesiosauroidea
Pandeismo	Pandeïsme
History Channel	History (televisiezender)
Mariano Álvarez	Mariano Alvarez
Homonhon	Homonhon
Horacio Morales	Horacio Morales
Pampagana	Hors-d'oeuvre
Deadpool (komiks)	Deadpool
Nagsasariling Sosyalistikong Republikang Soviet ng Kalmyk	Kalmukkische Autonome Socialistische Sovjetrepubliek
Kipot ng Surigao	Straat Surigao
Partido Sosyalista Mapanghimagsik	Revolutionaire Socialistische Partij (India)
Saplad ng Magat	Magat Dam
Pambansang Daambakal ng Pilipinas	Philippine National Railways
Aang	Aang
San Vicente del Caguán	San Vicente del Caguán
Sailor Moon	Sailor Moon
Lingguhang kabahagi ng Tora	Parasja
Salaping umiiral	Wettig betaalmiddel
Bamboo (banda)	Bamboo (band)
Estadyo	Stadium (maat)
Worcester	Worcester (Verenigd Koninkrijk)
Malasapot na bamban	Spinnenwebvlies
Mga parokya at dependensiya ng Antigua at Barbuda	Parishes van Antigua en Barbuda
Caroline Corr	Caroline Corr
Republikang Vermont	Republiek Vermont
Invisible Hood	Invisible Hood
Ekolohikal at Makakalikasang Kilusan	Kinima Oikologon Perivallontiston
Cotati, California	Cotati
Nokia N93	N93
Talaan ng mga planetang hindi pangunahin/1801–1900	Lijst van planetoïden 1801-1900
Tala ng planetang minor/3001–3100	Lijst van planetoïden 3001-3100
Enciso, Kolombiya	Enciso (Colombia)
Encino, Santander	Encino (Colombia)
Villa Caro	Villa Caro
Tibacuy	Tibacuy
Tipacoque	Tipacoque
Cerinza	Cerinza
Tununguá	Tununguá
Covarachía	Covarachía
Coper, Boyacá	Coper
Pachavita	Pachavita
Monguí	Monguí
Gámeza	Gámeza
Chaguaní	Chaguaní
Hispania, Antioquia	Hispania (Antioquia)
Chiscas, Boyacá	Chiscas
Tinjacá	Tinjacá
El Espino, Boyacá	El Espino
Rondón, Boyacá	Rondón
Tenza	Tenza
Morelia, Caquetá	Morelia (Colombia)
San Mateo, Boyacá	San Mateo (Boyacá)
Gutiérrez, Cundinamarca	Gutiérrez (gemeente in Colombia)
Cacahual	Cacahual
Palmar, Santander	Palmar (Santander)
La Uvita	La Uvita
Altamira, Huila	Altamira (Colombia)
Sacama	Sácama
Arcabuco	Arcabuco
Somondoco	Somondoco
Busbanzá	Busbanzá
Boyacá, Boyacá	Boyacá (Boyacá)
Barranca de Upía	Barranca de Upía
California, Santander	California (Santander)
Labranzagrande	Labranzagrande
Chivatá	Chivatá
Zetaquirá	Zetaquira
Zipacón	Zipacón
San José del Palmar	San José del Palmar
Puerto Alegría	Puerto Alegría
Beteitiva	Betéitiva
Nimaima	Nimaima
Sutatausa	Sutatausa
Cuitiva, Boyacá	Cuítiva
Santa Sofía, Boyacá	Santa Sofía (Colombia)
Sutatenza	Sutatenza
Supatá	Supatá
Cucaita	Cucaita
Marulanda, Caldas	Marulanda
Guataquí	Guataquí
Tarapacá, Amazonas	Tarapacá (Colombia)
Sativanorte	Sativanorte
Mirití-Paraná	Mirití-Paraná
Guayabal de Síquima	Guayabal de Siquima
Chinavita	Chinavita
Manta, Cundinamarca	Manta (Colombia)
La Chorrera	La Chorrera (Colombia)
Chameza	Chameza
La Capilla	La Capilla
Togüí, Boyacá	Togüí
Juradó	Juradó
Bituima	Bituima
San José de la Montaña	San José de la Montaña
Sora, Boyacá	Sora (Colombia)
Cácota	Cácota
El Calvario	El Calvario
Viracachá	Viracachá
Cubarral	Cubarral
Silos, Norte de Santander	Silos
Santa Rosalía, Vichada	Santa Rosalía (Vichada)
Morichal Nuevo	Morichal
San Joaquín, Santander	San Joaquín (Santander)
Pamplonita	Pamplonita
El Guacamayo	El Guacamayo
Ocamonte	Ocamonte
Macaravita	Macaravita
Villagómez	Villagómez
Iza, Boyacá	Iza (Colombia)
Bucarasica	Bucarasica
Albania, Santander	Albania (Santander)
Gualmatán	Gualmatán
Contratación	Contratación
Confines	Confines
Paicol	Paicol
Herrán	Herrán
Gambita	Gámbita
San Benito, Santander	San Benito (Santander)
Guapota	Guapotá
Hato, Santander	Hato (Santander)
Útica	Útica
Vigía del Fuerte	Vigía del Fuerte
Caracolí	Caracolí
Giraldo, Antioquia	Giraldo
Caramanta	Caramanta
Murindó	Murindó
Abriaquí	Abriaquí
Carolina del Príncipe, Antioquia	Carolina del Príncipe
Alejandría	Alejandría
Santa Helena del Opón	Santa Helena del Opón
Surata	Suratá
El Cocuy	El Cocuy
Tibiritá	Tibirita
Mutiscua	Mutiscua
La Jagua del Pilar	La Jagua del Pilar
Sipí	Sipí
Sáchica	Sáchica
Guayabetal	Guayabetal
San Miguel de Sema	San Miguel de Sema
Quebradanegra	Quebradanegra
Almeida, Boyacá	Almeida (Colombia)
San Eduardo, Boyaca	San Eduardo
Fúquene	Fúquene
Mongua	Mongua
Panqueba	Panqueba
Oicatá	Oicatá
Olaya, Antioquia	Olaya
Susacón	Susacón
Gachantivá	Gachantivá
Chivor	Chivor
Pisba, Boyacá	Pisba
Pandi, Cundinamarca	Pandi (Colombia)
Berbeo	Berbeo
Floresta, Boyacá	Floresta (Colombia)
Puli, Cundinamarca	Pulí
Tópaga, Boyacá	Tópaga
Campohermoso	Campohermoso
Gama, Cundinamaraca	Gama (Colombia)
Topaipí	Topaipí
Macanal	Macanal
Sativasur	Sativasur
Vianí	Vianí
El Dorado, Meta	El Dorado (Meta)
Carcasi	Carcasí
San Felipe, Guainía	San Felipe (Colombia)
Palmas Socorro	Palmas del Socorro
Elias, Huila	Elías
Aguada, Kolombiya	Aguada (Colombia)
Lourdes, Norte de Santander	Lourdes (Colombia)
Valle San José	Valle de San José
San José Miranda	San José de Miranda
William G. Dever	William G. Dever
Good Christian Men, Rejoice	In dulci jubilo
Araling pangkasarian	Genderstudies
Pambansang Museo ng Pilipinas	National Museum of the Philippines
Muhammad Dipatuan Kudarat	Muhammad Kudarat
Tabernakulo	Tabernakel (kerk)
Bundok Isarog	Mount Isarog
Pangitain	Visioen
Enero 2007	Januari 2007
Pierre F. Patricio	Pierre Patricio
Jay Thomas	Jay Thomas
Panitikang Yidis	Jiddische literatuur
Jimmie Lunceford	Jimmie Lunceford
John Callcott Horsley	John Callcott Horsley
Johnny Marks	Johnny Marks
Jose Diokno	Jose Diokno
Jose Roy	Jose Roy
Gemma Cruz Araneta	Gemma Cruz-Araneta
Fowler, California	Fowler (Californië)
Firebaugh, California	Firebaugh
Kategorya:Namatay noong 2012	Categorie:Lijsten van personen overleden in 2012
Mariano Gómez	Mariano Gómez
Paliparang Daniel Z. Romualdez	Daniel Z. Romualdez Airport
José Avelino	Jose Avelino
Guyabano	Zuurzak
Pangkalahatang halalan sa Pilipinas, 2010	Filipijnse verkiezingen 2010
Paghihiganti	Wraak
Turkey	Turkey
Saligang Batas ng Pilipinas	Filipijnse Grondwet
Nagsasariling Sosyalistikong Republikang Soviet ng Kabardin	Kabardische Autonome Socialistische Sovjetrepubliek
Bulkang Kanlaon	Mount Canlaon
Sunda	Sunda
Gamugamo	Nachtvlinder (dier)
Pagkabalisa sa pagkapon	Castratieangst
Blue balls	Epididymale hypertensie
Tunggalian ng uri	Klassenstrijd
Sinaunang Roma	Oude Rome
El Peñón, Santander	El Peñón (Santander)
Ergonomiya	Ergonomie
Ningishzida	Ningisjzida
Kingpin (komiks)	Kingpin (Marvel)
Carnage (komiks)	Carnage (stripfiguur)
Talungko (ehersisyo)	Squat (oefening)
Wagyu	Wagyu
Pakitang pambihira	Stunt
Liham ng pagtitiwala	Geloofsbrief
Nokia E65	Nokia E65
Nokia 5510	Nokia 5510
Matutina	Matutina
Nokia 5500	Nokia 5500
Nokia 5700	Nokia 5700
Kumpanyang pampelikula	Filmproductiemaatschappij
Musang	Civetkatten
Letsugas romana	Bindsla
Miapisismo	Miafysitisme
Bob Joles	Bob Joles
Fire Emblem (anime)	Fire Emblem
Juan Arrechederra	Juan de Arechederra
Sabaneta, Antioquia	Sabaneta (Antioquia)
Parokya ng Saint George, Antigua at Barbuda	Saint George (Antigua en Barbuda)
Kolehiyo ng mga Pontipise	College van Pontifices
The Reptile Room	De Slangenserre
Riffa	Riffa
Spanish Wells	Spanish Wells
Aramis	Aramis (musketier)
Babaylan	Babaylan
Propilaksis	Preventie
Rionegro, Antioquia	Rionegro (Antioquia)
Pedro de Sarrio	Pedro de Sarrio
Gómez Palacio	Gómez Palacio
Choice	Keuze
Ungguwento	Balsem
Pingol	Oorlel
Paglalarawan	Beschrijving
Coacalco	Coacalco
Apodaca	Apodaca
Airbus A318	Airbus A318
Timbiqui, Cauca	Timbiquí
Sagay, Negros Occidental	Sagay (Negros Occidental)
Montelíbano	Montelíbano
La Carlota	La Carlota (Negros Occidental)
Ikapitong taon	Sabbatjaar (Bijbel)
Kuntaw	Kuntaw
Pagtulog ng kaluluwa	Zielenslaap
Kyle Petty	Kyle Petty
Santa Catarina, Nuevo León	Santa Catarina (Nuevo León)
Tonalá, Jalisco	Tonalá (Jalisco)
Nationalist People's Coalition	Nationalist People's Coalition
Instrumentong may bagting	Snaarinstrument
Metepec	Metepec
Lobo (paglilinaw)	Lobo
