ஆப்பிரிக்கா	Afrika
பகுப்பு:கனடிய ஏரிகள்	Categorie:Meer in Canada
பகுப்பு:கிதார் கலைஞர்கள்	Categorie:Gitarist
பகுப்பு:தாவரவியலாளர்	Categorie:Botanicus
பகுப்பு:இயற்பியலாளர்கள்	Categorie:Natuurkundige
பகுப்பு:வில்வித்தை வீரர்கள்	Categorie:Boogschutter (sport)
பகுப்பு:சாக்சபோன் இசைக் கலைஞர்கள்	Categorie:Saxofonist
பகுப்பு:பார்முலா 1 ஓட்டுனர்கள்	Categorie:Formule 1-coureur
பகுப்பு:சோதிடர்கள்	Categorie:Astroloog
வார்ப்புரு:Infobox Language	Sjabloon:Infobox taal
பகுப்பு:ஓசியானியா	Categorie:Oceanië
நஞ்சுப் படர்க்கொடி	Gifsumak
பகுப்பு:இயேசு சபை	Categorie:Jezuïeten
பகுப்பு:அயோடைடுகள்	Categorie:Jodide
பகுப்பு:அயோடின்	Categorie:Jodium
வார்ப்புரு:Af icon	Sjabloon:Af
கண்ணாடியிழைப் பிளாஸ்ட்டிக்கு	Glasvezelversterkte kunststof
பகுப்பு:செச்சினிய நபர்கள்	Categorie:Tsjetsjeens persoon
வார்ப்புரு:French commune	Sjabloon:Infobox gemeente Frankrijk
பகுப்பு:1830கள்	Categorie:1830-1839
பகுப்பு:புனைவு	Categorie:Fictie
பகுப்பு:அருவிகள்	Categorie:Waterval
பகுப்பு:வீடு	Categorie:Wonen
பகுப்பு:வேதி வினைகள்	Categorie:Chemische reactie
பகுப்பு:பிலிப்பைன்சின் குடியரசுத் தலைவர்கள்	Categorie:President van de Filipijnen
பகுப்பு:கிறித்தவ வரலாறு	Categorie:Geschiedenis van het christendom
பகுப்பு:குவாத்தமாலா	Categorie:Guatemala
பகுப்பு:குருத்தெலும்பு மீன்கள்	Categorie:Kraakbeenvis
பகுப்பு:இந்தியத் திரைப்பட இயக்குநர்கள்	Categorie:Indiaas filmregisseur
பகுப்பு:ஆண்டிமனி	Categorie:Antimoon
பகுப்பு:பாசுபேட்டுகள்	Categorie:Fosfaat
பகுப்பு:1958 திரைப்படங்கள்	Categorie:Film uit 1958
பகுப்பு:1975 திரைப்படங்கள்	Categorie:Film uit 1975
பகுப்பு:1943 திரைப்படங்கள்	Categorie:Film uit 1943
பகுப்பு:1978 திரைப்படங்கள்	Categorie:Film uit 1978
பகுப்பு:1988 திரைப்படங்கள்	Categorie:Film uit 1988
பகுப்பு:1972 திரைப்படங்கள்	Categorie:Film uit 1972
பகுப்பு:1998 திரைப்படங்கள்	Categorie:Film uit 1998
பகுப்பு:2006 திரைப்படங்கள்	Categorie:Film uit 2006
பகுப்பு:1992 திரைப்படங்கள்	Categorie:Film uit 1992
பகுப்பு:2000 திரைப்படங்கள்	Categorie:Film uit 2000
பகுப்பு:அமெரிக்கத் திரைப்படத்துறை	Categorie:Cinema in de Verenigde Staten
பகுப்பு:காப்பு நிலை வாரியாக உயிரினங்கள்	Categorie:Soort naar IUCN-status
வார்ப்புரு:Hu icon	Sjabloon:Hu
பகுப்பு:சீன மொழி	Categorie:Chinese talen
பகுப்பு:இத்தாலிய மொழி	Categorie:Italiaans
பகுப்பு:எசுப்பானிய மொழி	Categorie:Spaans
பகுப்பு:சுவிட்சர்லாந்தின் மொழிகள்	Categorie:Taal in Zwitserland
பகுப்பு:தாய்லாந்தின் மலைகள்	Categorie:Berg in Thailand
பகுப்பு:மலேசிய மலைகள்	Categorie:Berg in Maleisië
பகுப்பு:உருசியாவின் உலகப் பாரம்பரியக் களங்கள்	Categorie:Werelderfgoed in Rusland
பகுப்பு:இந்தியப் பெருங்கடல்	Categorie:Indische Oceaan
பகுப்பு:முசுலிம்கள்	Categorie:Islamitisch persoon
பகுப்பு:மரபணு	Categorie:Gen
பகுப்பு:ஊர்திகள்	Categorie:Vervoermiddel
பகுப்பு:நாகாலாந்து	Categorie:Nagaland
பகுப்பு:மணிப்பூர்	Categorie:Manipur
பகுப்பு:மகாராட்டிரம்	Categorie:Maharashtra
பகுப்பு:முன்னாள் நாடுகள்	Categorie:Historisch land
பகுப்பு:அருணாசலப் பிரதேசம்	Categorie:Arunachal Pradesh
பகுப்பு:இமாசலப் பிரதேசம்	Categorie:Himachal Pradesh
பகுப்பு:ஆந்திரப் பிரதேசம்	Categorie:Andhra Pradesh
பகுப்பு:அசாம்	Categorie:Assam
வார்ப்புரு:User af-2	Sjabloon:Gebruiker af-2
மஞ்சள் முள்ளங்கி	Wortel (groente)
பகுப்பு:உலோக ஆலைடுகள்	Categorie:Anorganisch zout
பகுப்பு:முடிச்சுகள்	Categorie:Knoop
பகுப்பு:காலியம்	Categorie:Gallium
பகுப்பு:உரம்	Categorie:Meststof
பகுப்பு:துடிப்பண்டங்கள்	Categorie:Quasar
பகுப்பு:மலேசியாவில் பண்பாடு	Categorie:Cultuur in Maleisië
பகுப்பு:இலங்கையில் சட்டம்	Categorie:Sri Lankaans recht
பகுப்பு:பிலிப்பீன்சில் சட்டம்	Categorie:Filipijns recht
பகுப்பு:இலங்கை நகரங்கள்	Categorie:Stad in Sri Lanka
பகுப்பு:ஆஸ்திரேலிய நகரங்கள்	Categorie:Stad in Australië
பகுப்பு:சிங்கப்பூர் தீவுகள்	Categorie:Singaporees eiland
பகுப்பு:பப்புவா நியூ கினியின் தீவுகள்	Categorie:Papoea-Nieuw-Guinees eiland
பகுப்பு:பிஜியின் தீவுகள்	Categorie:Fijisch eiland
பகுப்பு:நாடுகள் வாரியாக நிகழ்வுகள்	Categorie:Evenement naar land
பகுப்பு:இந்தியப் பண்பாடு	Categorie:Cultuur in India
பகுப்பு:ஆஸ்திரேலியாவில் சட்டம்	Categorie:Australisch recht
ராணியின் குளம்	Rani ki vav
பகுப்பு:மலேசியாவின் தீவுகள்	Categorie:Maleisisch eiland
பகுப்பு:ஆஸ்திரேலியத் தீவுகள்	Categorie:Australisch eiland
பகுப்பு:இந்தியத் தீவுகள்	Categorie:Indiaas eiland
பகுப்பு:இந்தோனேசியாவின் தீவுகள்	Categorie:Indonesisch eiland
பகுப்பு:கால்சியம்	Categorie:Calcium
பகுப்பு:கரிமகுளோரைடுகள்	Categorie:Organische chloorverbinding
பகுப்பு:திருமணம்	Categorie:Huwelijk
பகுப்பு:குரோமேட்டுகள்	Categorie:Chromaat
பகுப்பு:குரோமியம்	Categorie:Chroom
பகுப்பு:நாடாப்புழு	Categorie:Cestoda
பகுப்பு:1953 நூல்கள்	Categorie:Boek uit 1953
பகுப்பு:1951 நூல்கள்	Categorie:Boek uit 1951
பகுப்பு:கணித நூல்கள்	Categorie:Wiskundig boek
பகுப்பு:எசுப்பானிய மொழிகள்	Categorie:Taal in Spanje
பகுப்பு:மின்னூலகங்கள்	Categorie:Digitale bibliotheek
பகுப்பு:எசுப்பானிய இசை	Categorie:Muziek in Spanje
கற்குவை	Steenmannetje
பகுப்பு:ஊக்கியியல்	Categorie:Katalyse
வரிக்கடவை	Zebrapad
பகுப்பு:மெய்யிருவித்திலையிகள்	Categorie:'nieuwe' tweezaadlobbigen
பகுப்பு:பஞ்சாப் (பாகிஸ்தான்)	Categorie:Punjab (Pakistan)
பகுப்பு:வட அயர்லாந்து	Categorie:Noord-Ierland
பகுப்பு:மலேசியாவில் உள்ள தேசியப் பூங்காக்கள்	Categorie:Nationaal park van Maleisië
பகுப்பு:ஐசுலாந்து எரிமலைகள்	Categorie:Vulkaan in IJsland
சுரம்	Sargam
பகுப்பு:தில்லியில் விளையாட்டு	Categorie:Sport in Delhi
படவணு அடர்த்தி	Pixeldichtheid
பகுப்பு:மறுசீராக்கல் வினைகள்	Categorie:Omlegging
பகுப்பு:கரிம வேதி வினைகள்	Categorie:Organische reactie
பகுப்பு:வனேடியம்	Categorie:Vanadium
பகுப்பு:வெங்காயவினங்கள்	Categorie:Allium
சேவைகள் (பொருளியல்)	Dienst (economie)
பகுப்பு:தில்லி மாவட்டங்கள்	Categorie:District van Delhi
பகுப்பு:நோர்வே கலைஞர்கள்	Categorie:Noors kunstenaar
சம்யுக்த கர்நாடகா	Samyukta Karnataka
பகுப்பு:இந்திய மொழிகள்	Categorie:Indiakunde
சர்தாரா சிங்	Sardar Singh
பகுப்பு:இந்திய உணவு விடுதிகள்	Categorie:Hotel in India
சத்ய நாடெல்லா	Satya Nadella
பகுப்பு:1946இல் அரசியல்	Categorie:Politiek in 1946
பகுப்பு:இந்திய மாநிலங்களும் பிரதேசங்களும்	Categorie:Deelstaat van India
மக்கட்தொகை அடிப்படையில் மலேசிய நகரங்களின் பட்டியல்	Lijst van grote Maleisische steden
பகுப்பு:வெள்ளி (தனிமம்)	Categorie:Zilver
பகுப்பு:குதிரைப் பேரினம்	Categorie:Paard
பகுப்பு:சொற்பிறப்பியல்	Categorie:Etymologie
பகுப்பு:கணிதக் குறியீடுகள்	Categorie:Wiskundige schrijfwijze
பகுப்பு:பெயர் வினைகள்	Categorie:Naamreactie
பகுப்பு:இந்திய-ஈரானிய மொழிகள்	Categorie:Indo-Iraanse taal
பகுப்பு:ஆத்திரேலிய விளையாட்டரங்குகள்	Categorie:Sportaccommodatie in Australië
பகுப்பு:புது அலை இசை	Categorie:New wave
பகுப்பு:பொருள் நோக்கு நிரலாக்கம்	Categorie:Objectgeoriënteerd programmeren
பகுப்பு:மக்னீசியம்	Categorie:Magnesium
பகுப்பு:மாங்கனீசு	Categorie:Mangaan
பகுப்பு:இந்தோனேசிய நீரிணைகள்	Categorie:Zeestraat in Indonesië
பகுப்பு:அறிவியல் பட்டியல்கள்	Categorie:Wetenschapslijsten
பகுப்பு:விளையாட்டுக்கள் தொடர்பான பட்டியல்கள்	Categorie:Sportlijsten
வார்ப்புரு:நடு அமெரிக்க நாடுகளும் மண்டலங்களும்	Sjabloon:Navigatie landen Noord-Amerika
வார்ப்புரு:Timezones	Sjabloon:Navigatie tijdzones
அக்கிக் கொப்பளங்கள்	Genitale herpes
பகுப்பு:அந்தமான் நிக்கோபார் தீவுகள்	Categorie:Andamanen en Nicobaren
பகுப்பு:இந்துக் கோயில்கள்	Categorie:Hindoeïstische tempel
பகுப்பு:திருப்பாடல்கள்	Categorie:Psalm
பகுப்பு:இலங்கை வானூர்தி நிலையங்கள்	Categorie:Vliegveld in Sri Lanka
பகுப்பு:இந்திய வானூர்தி நிறுவனங்கள்	Categorie:Indiase luchtvaartmaatschappij
பகுப்பு:மலேசியாவில் உள்ள சாலைகள்	Categorie:Weg in Maleisië
பகுப்பு:இந்தியாவில் உள்ள சாலைகள்	Categorie:Weg in India
பகுப்பு:படைத்துறை தொழிற்துறை கூட்டுத்தொகுதி	Categorie:Militair-industrieel complex
பகுப்பு:மறுபிறவி	Categorie:Reïncarnatie
பகுப்பு:சுதந்திரவாதம்	Categorie:Libertarisme
பகுப்பு:பூஞ்சைக் கொல்லிகள்	Categorie:Fungicide
வார்ப்புரு:UGA	Sjabloon:UG
வார்ப்புரு:UZB	Sjabloon:UZ
வார்ப்புரு:GDR	Sjabloon:DDDE
தலைமையகம்	Hoofdkwartier
பகுப்பு:இந்திய அருங்காட்சியகங்கள்	Categorie:Museum in India
பகுப்பு:இலங்கை தொடர்பான வார்ப்புருக்கள்	Categorie:Wikipedia:Sjablonen Sri Lanka
பகுப்பு:இலங்கையின் தேசிய சின்னங்கள்	Categorie:Sri Lankaans symbool
பகுப்பு:சமோவா நாட்டின் அரசியல் கட்சிகள்	Categorie:Samoaanse politieke partij
பகுப்பு:ஆஸ்திரேலிய அரசியல் கட்சிகள்	Categorie:Australische politieke partij
பகுப்பு:இந்திய அரசியல் கட்சிகள்	Categorie:Indiase politieke partij
பகுப்பு:சிலி நாட்டின் அரசியல் கட்சிகள்	Categorie:Chileense politieke partij
பகுப்பு:சைப்பிரஸ் நாட்டின் அரசியல் கட்சிகள்	Categorie:Cypriotische politieke partij
பகுப்பு:1947இல் அரசியல்	Categorie:Politiek in 1947
பகுப்பு:நேபாளத்தின் அரசியல் கட்சிகள்	Categorie:Nepalese politieke partij
பகுப்பு:நிக்கராகுவா நாட்டின் அரசியல் கட்சிகள்	Categorie:Nicaraguaanse politieke partij
பகுப்பு:சிங்கப்பூர் அரசியல் கட்சிகள்	Categorie:Singaporese politieke partij
பகுப்பு:ஆப்கானித்தான் அரசியல் கட்சிகள்	Categorie:Afghaanse politieke partij
பகுப்பு:கீட்டோன்கள்	Categorie:Keton
பகுப்பு:ஆஸ்திரியா நாட்டின் அரசியல் கட்சிகள்	Categorie:Oostenrijkse politieke partij
பகுப்பு:இத்தாலியக் கட்டிடக்கலை	Categorie:Architectuur in Italië
சல்லிவன் ஸ்டேபிள்டன்	Sullivan Stapleton
வார்ப்புரு:இடது-தூய்மை	Sjabloon:Clearleft
குழுப் பாலுறவு	Groepsseks
தம்பூன்	Tambun (Maleisië)
பகுப்பு:ஜெருசலேம் மலைகள்	Categorie:Berg in Jeruzalem
எரிமலை வெடிப்பு	Eruptie
பகுப்பு:பிரான்சிஸ்கன் சபையினர்	Categorie:Franciscaan
பகுப்பு:சதுரங்கத் திறப்புகள்	Categorie:Schaakopening
பகுப்பு:இரீயூனியன்	Categorie:Réunion
பகுப்பு:ஐரோப்பிய நடனம்	Categorie:Europese dans
பகுப்பு:முக்கோண மையங்கள்	Categorie:Punt in een driehoek
பகுப்பு:இத்தாலிய ஆயர்கள்	Categorie:Italiaans bisschop
காட்சில்லா	Godzilla (2014)
வார்ப்புரு:துடுப்பாட்ட உலகக்கிண்ணம்	Sjabloon:Navigatie wereldkampioenschappen cricket
மாலைக்கண்	Nachtblindheid
வலைவாசல்:கணிதம்	Portaal:Wiskunde
பகுப்பு:இலங்கையின் கர்தினால்கள்	Categorie:Sri Lankaans kardinaal
பகுப்பு:துத்தநாகம்	Categorie:Zink
பகுப்பு:டெனே-யெனிசேய மொழிகள்	Categorie:Jenisejische taalfamilie
பகுப்பு:செனான் சேர்மங்கள்	Categorie:Verbinding van xenon
வார்ப்புரு:இந்தியக் குடியரசின் வரலாறு	Sjabloon:Zijbalk geschiedenis India
வார்ப்புரு:மலேசிய மாநிலங்கள்	Sjabloon:Navigatie deelgebieden Maleisië
பகுப்பு:போலி வரலாறு	Categorie:Pseudogeschiedenis
பகுப்பு:மார்வெல் வரைகலை கதாப்பாத்திரங்கள்	Categorie:Personage uit Marvel Comics
பகுப்பு:சாலைகள்	Categorie:Weg
வரதராஜன் முதலியார்	Varadarajan Mudaliar
பகுப்பு:ஆங்கிலம்	Categorie:Engels
வார்ப்புரு:அகவன்கூடு	Sjabloon:Kaart skeletten
வார்ப்புரு:தகவல்கட்டம் நிறம்	Sjabloon:Infobox kleur
பகுப்பு:சதுரங்க விதிகள்	Categorie:Schaakregels
பகுப்பு:இசையமைப்பாளர்கள்	Categorie:Componist
உலக சதுரங்கப் போட்டி 2014	Wereldkampioenschap schaken 2014
சேனைக்கிழங்கு	Yam
பகுப்பு:ஆசிய நாடுகள்	Categorie:Land in Azië
பகுப்பு:எசுப்பானியப் பெருங்கோவில்கள்	Categorie:Kathedraal in Spanje
வெள்ளை நால்வளையம் (பட்டாம்பூச்சி)	Ypthima ceylonica
இல்லது வாயில்	NOR-poort
அமுங்குமை	Compressibiliteit
வார்ப்புரு:G8	Sjabloon:Navigatie G8
வார்ப்புரு:World Heritage Sites in India	Sjabloon:Navigatie werelderfgoed India
வார்ப்புரு:Psychology sidebar	Sjabloon:Zijbalk psychologie
தன்னுடல் தாக்குநோய்	Auto-immuunziekte
பகுப்பு:விண்டோஸ் விளையாட்டுக்கள்	Categorie:Windows-spel
பகுப்பு:எல்லைக்கோடுகள்	Categorie:Grens
வார்ப்புரு:அமைதிக்கான நோபல் பரிசை வென்றவர்கள்	Sjabloon:Navigatie winnaars van de Nobelprijs voor de Vrede
பகுப்பு:கணிதப் பட்டியல்கள்	Categorie:Wiskundelijsten
வார்ப்புரு:Xh icon	Sjabloon:Xh
வார்ப்புரு:Mt icon	Sjabloon:Mt
வார்ப்புரு:KEN	Sjabloon:KE
வார்ப்புரு:JAM	Sjabloon:JM
வார்ப்புரு:Infobox Top level domain	Sjabloon:Infobox topleveldomein
பகுப்பு:1921இல் அரசியல்	Categorie:Politiek in 1921
பகுப்பு:1924இல் அரசியல்	Categorie:Politiek in 1924
வலைவாசல்:அரசியல்	Portaal:Politiek
பகுப்பு:உத்தராகண்டம்	Categorie:Uttarakhand
பகுப்பு:1931 தேர்தல்கள்	Categorie:Verkiezingen in 1931
வார்ப்புரு:MSW3	Sjabloon:Bronvermelding Mammal Species of the World 3
பகுப்பு:1935 திரைப்படங்கள்	Categorie:Film uit 1935
பகுப்பு:மேற்கிந்தியத் துடுப்பாட்டக்காரர்கள்	Categorie:West-Indisch cricketspeler
பகுப்பு:1936இல் அரசியல்	Categorie:Politiek in 1936
பகுப்பு:1937இல் அரசியல்	Categorie:Politiek in 1937
பகுப்பு:1939இல் அரசியல்	Categorie:Politiek in 1939
பகுப்பு:1944 திரைப்படங்கள்	Categorie:Film uit 1944
பகுப்பு:1944இல் அரசியல்	Categorie:Politiek in 1944
பகுப்பு:1945 திரைப்படங்கள்	Categorie:Film uit 1945
பகுப்பு:1947 திரைப்படங்கள்	Categorie:Film uit 1947
பகுப்பு:1948 தேர்தல்கள்	Categorie:Verkiezingen in 1948
பகுப்பு:1948 திரைப்படங்கள்	Categorie:Film uit 1948
பகுப்பு:1949 திரைப்படங்கள்	Categorie:Film uit 1949
பகுப்பு:1949இல் அரசியல்	Categorie:Politiek in 1949
வார்ப்புரு:ROC-TW	Sjabloon:TAI
பகுப்பு:1951 தேர்தல்கள்	Categorie:Verkiezingen in 1951
பகுப்பு:1951இல் அரசியல்	Categorie:Politiek in 1951
பகுப்பு:1951இல் விளையாட்டுக்கள்	Categorie:Sport in 1951
பகுப்பு:1952இல் அரசியல்	Categorie:Politiek in 1952
பகுப்பு:1954இல் விளையாட்டுக்கள்	Categorie:Sport in 1954
பகுப்பு:1956 தேர்தல்கள்	Categorie:Verkiezingen in 1956
பகுப்பு:1956இல் அரசியல்	Categorie:Politiek in 1956
வார்ப்புரு:CXR	Sjabloon:CX
பகுப்பு:1957இல் அரசியல்	Categorie:Politiek in 1957
பகுப்பு:1958இல் விளையாட்டுக்கள்	Categorie:Sport in 1958
பகுப்பு:1959இல் அரசியல்	Categorie:Politiek in 1959
பகுப்பு:1962 தேர்தல்கள்	Categorie:Verkiezingen in 1962
பகுப்பு:1962இல் அரசியல்	Categorie:Politiek in 1962
பகுப்பு:1962இல் விளையாட்டுக்கள்	Categorie:Sport in 1962
பகுப்பு:1964இல் அரசியல்	Categorie:Politiek in 1964
பகுப்பு:1966இல் அரசியல்	Categorie:Politiek in 1966
பகுப்பு:1966இல் விளையாட்டுக்கள்	Categorie:Sport in 1966
பகுப்பு:1967இல் அரசியல்	Categorie:Politiek in 1967
பகுப்பு:1969இல் அரசியல்	Categorie:Politiek in 1969
பகுப்பு:1970இல் அரசியல்	Categorie:Politiek in 1970
பகுப்பு:1970இல் விளையாட்டுக்கள்	Categorie:Sport in 1970
பகுப்பு:1971இல் அரசியல்	Categorie:Politiek in 1971
பகுப்பு:1972இல் அரசியல்	Categorie:Politiek in 1972
பகுப்பு:1974இல் அரசியல்	Categorie:Politiek in 1974
பகுப்பு:1974இல் விளையாட்டுக்கள்	Categorie:Sport in 1974
பகுப்பு:1976இல் விளையாட்டுக்கள்	Categorie:Sport in 1976
பகுப்பு:1977 தேர்தல்கள்	Categorie:Verkiezingen in 1977
பகுப்பு:1977இல் அரசியல்	Categorie:Politiek in 1977
பகுப்பு:1978இல் அரசியல்	Categorie:Politiek in 1978
பகுப்பு:1980 தேர்தல்கள்	Categorie:Verkiezingen in 1980
பகுப்பு:1982 தேர்தல்கள்	Categorie:Verkiezingen in 1982
பகுப்பு:1982இல் அரசியல்	Categorie:Politiek in 1982
பகுப்பு:1983இல் விளையாட்டுக்கள்	Categorie:Sport in 1983
பகுப்பு:1984இல் அரசியல்	Categorie:Politiek in 1984
பகுப்பு:1984இல் விளையாட்டுக்கள்	Categorie:Sport in 1984
பகுப்பு:சீனக் கட்டிடக்கலை	Categorie:Bouwwerk in China
பகுப்பு:1985இல் அரசியல்	Categorie:Politiek in 1985
பகுப்பு:1987 தேர்தல்கள்	Categorie:Verkiezingen in 1987
பகுப்பு:1987இல் அரசியல்	Categorie:Politiek in 1987
பகுப்பு:1987இல் விளையாட்டுக்கள்	Categorie:Sport in 1987
பகுப்பு:1988இல் அரசியல்	Categorie:Politiek in 1988
பகுப்பு:1989 தேர்தல்கள்	Categorie:Verkiezingen in 1989
பகுப்பு:1989இல் விளையாட்டுக்கள்	Categorie:Sport in 1989
லிவ் அண்ட் மேடி	Liv and Maddie
பகுப்பு:1991 தேர்தல்கள்	Categorie:Verkiezingen in 1991
பகுப்பு:1991இல் அரசியல்	Categorie:Politiek in 1991
பகுப்பு:1992இல் அரசியல்	Categorie:Politiek in 1992
பகுப்பு:1993இல் அரசியல்	Categorie:Politiek in 1993
பகுப்பு:1993இல் விளையாட்டுக்கள்	Categorie:Sport in 1993
பகுப்பு:1994 தேர்தல்கள்	Categorie:Verkiezingen in 1994
வார்ப்புரு:கம்யூனிசம்	Sjabloon:Zijbalk communisme
பகுப்பு:1994இல் அரசியல்	Categorie:Politiek in 1994
பகுப்பு:1996இல் அரசியல்	Categorie:Politiek in 1996
பகுப்பு:1997 தேர்தல்கள்	Categorie:Verkiezingen in 1997
பகுப்பு:1998 தேர்தல்கள்	Categorie:Verkiezingen in 1998
பகுப்பு:1998இல் அரசியல்	Categorie:Politiek in 1998
பகுப்பு:1999 தேர்தல்கள்	Categorie:Verkiezingen in 1999
பகுப்பு:1999இல் விளையாட்டுக்கள்	Categorie:Sport in 1999
பகுப்பு:2000இல் அரசியல்	Categorie:Politiek in 2000
பகுப்பு:2001இல் அரசியல்	Categorie:Politiek in 2001
பகுப்பு:2003இல் அரசியல்	Categorie:Politiek in 2003
பகுப்பு:2004இல் விளையாட்டுக்கள்	Categorie:Sport in 2004
பகுப்பு:சமய வலைவாசல்கள்	Categorie:Wikipedia:Portalen religie
குழு பாலியல் வல்லுறவு	Groepsverkrachting
பகுப்பு:2006இல் விளையாட்டுக்கள்	Categorie:Sport in 2006
பகுப்பு:2008இல் அரசியல்	Categorie:Politiek in 2008
பகுப்பு:2010இல் அரசியல்	Categorie:Politiek in 2010
பகுப்பு:2010இல் விளையாட்டுக்கள்	Categorie:Sport in 2010
பகுப்பு:2012இல் விளையாட்டுக்கள்	Categorie:Sport in 2012
பகுப்பு:2015 தேர்தல்கள்	Categorie:Verkiezingen in 2015
விக்கிப்பீடியா:ஆண்டு நிறைவுகள்/ஆகஸ்ட்	Wikipedia:Dag uit de geschiedenis/augustus
பகுப்பு:தென்னாபிரிக்கத் துடுப்பாட்டக்காரர்கள்	Categorie:Zuid-Afrikaans cricketspeler
பகுப்பு:எபிரேய விவிலிய இறைவாக்கினர்கள்	Categorie:Profeet uit de Hebreeuwse Bijbel
பகுப்பு:அணுகுதகைமை	Categorie:Toegankelijkheid
பகுப்பு:அசிட்டேட்டுகள்	Categorie:Acetaat
பகுப்பு:ஆக்டினியம்	Categorie:Actinium
பகுப்பு:ஆக்டினைடுகள்	Categorie:Actinide
பகுப்பு:அசைல் ஆலைடுகள்	Categorie:Acylhalogenide
பகுப்பு:இயற்கணிதம்	Categorie:Algebra
பகுப்பு:அலுமினியம்	Categorie:Aluminium
கண்மை	Eyeliner
ஈமானின் கிளைகள்	Zuilen van geloof
பகுப்பு:அமைடுகள்	Categorie:Amide
பகுப்பு:அமோனியம் சேர்மங்கள்	Categorie:Ammoniumverbinding
வலைவாசல்:ஆசியா	Portaal:Azië
பகுப்பு:ஆண்டிமோனைடுகள்	Categorie:Antimonide
பகுப்பு:எறும்புகள்	Categorie:Mier
பகுப்பு:இந்தியத் தொல்லியற் களங்கள்	Categorie:Archeologische plaats in India
பகுப்பு:கியூபெக்	Categorie:Quebec (provincie)
பகுப்பு:ஆர்க்டிக்	Categorie:Arctis
பகுப்பு:எண்கணிதம்	Categorie:Rekenen
பகுப்பு:அரோமாட்டிக் சேர்மங்கள்	Categorie:Aromatische verbinding
பகுப்பு:ஆர்செனேட்டுகள்	Categorie:Arsenaat
பகுப்பு:பெருங்கடல் அல்லது கடல் வாரியாகத் தீவுகள்	Categorie:Eiland naar zee of oceaan
பகுப்பு:பாகிஸ்தானியத் துடுப்பாட்டக்காரர்கள்	Categorie:Pakistaans cricketspeler
பகுப்பு:துடுப்பாட்டக்காரர்கள்	Categorie:Cricketspeler
பகுப்பு:செயற்கைத் தீவுகள்	Categorie:Kunstmatig eiland
பகுப்பு:கலைத்தொடர்பான பட்டியல்கள்	Categorie:Kunstlijsten
பகுப்பு:ஆஸ்திரேலியத் துடுப்பாட்டக்காரர்கள்	Categorie:Australisch cricketspeler
பகுப்பு:இத்தாலிய தானுந்து வணிக நிறுவனங்கள்	Categorie:Italiaans autoconcern
பகுப்பு:அசைடுகள்	Categorie:Azide
பகுப்பு:காரங்கள்	Categorie:Base
பகுப்பு:பீகார்	Categorie:Bihar
பகுப்பு:உயிரியலாளர்	Categorie:Bioloog
பகுப்பு:பாலியல்	Categorie:Seksualiteit
பகுப்பு:போரான்	Categorie:Boor (element)
பகுப்பு:போரான் சேர்மங்கள்	Categorie:Verbinding van boor
பகுப்பு:இந்தியத் தாவரவியல் பூங்காக்கள்	Categorie:Botanische tuin in India
பகுப்பு:பிராமிய எழுத்துமுறைகள்	Categorie:Indisch schrift
பகுப்பு:பாலங்கள்	Categorie:Brug
பகுப்பு:பிரித்தானிய இந்தியா	Categorie:Brits-Indië
பகுப்பு:ஐக்கிய இராச்சியக் குற்றவாளிகள்	Categorie:Brits crimineel
பகுப்பு:புரோமேட்டுகள்	Categorie:Bromaat
பகுப்பு:புரோமின் சேர்மங்கள்	Categorie:Verbinding van broom
பகுப்பு:புரோமைடுகள்	Categorie:Bromide
பகுப்பு:இலங்கையில் பௌத்தம்	Categorie:Boeddhisme in Sri Lanka
பகுப்பு:கரிம-கரிமப் பிணைப்பு உருவாகும் வினைகள்	Categorie:Koolstof-koolstof-bindingsvormende reactie
பகுப்பு:கார்பைடுகள்	Categorie:Carbide
வார்ப்புரு:Multicol	Sjabloon:BeginKolommen
பகுப்பு:செயுத்தா	Categorie:Ceuta
பகுப்பு:கால்வாய் தீவுகள்	Categorie:Kanaaleilanden
பகுப்பு:சதுரங்க காய்கள்	Categorie:Schaakstuk
பகுப்பு:சதுரங்க சொல்லாட்சி	Categorie:Schaakterminologie
பகுப்பு:குளோரின்	Categorie:Chloor
பகுப்பு:கிறித்தவ சித்தர்கள்	Categorie:Christelijk mysticus
பகுப்பு:குரோமியம் சேர்மங்கள்	Categorie:Verbinding van chroom
பகுப்பு:சிதைவு வினைகள்	Categorie:Degradatiereactie
பகுப்பு:இணைத் திருமுறை நூல்கள்	Categorie:Deuterocanoniek boek
கலைச்சொல்லியல்	Terminologie
பகுப்பு:தூய்மையாக்கல்	Categorie:Schoonmaak
பகுப்பு:ஆந்திரப் பிரதேசத்தில் உள்ள மாவட்டங்கள்	Categorie:District van Andhra Pradesh
பகுப்பு:வங்காளதேச மாவட்டங்கள்	Categorie:District van Bangladesh
பகுப்பு:பீகார் மாவட்டங்கள்	Categorie:District van Bihar
பகுப்பு:அரியானாவின் மாவட்டங்கள்	Categorie:District van Haryana
பகுப்பு:இமாசலப் பிரதேசத்திலுள்ள மாவட்டங்கள்	Categorie:District van Himachal Pradesh
பகுப்பு:இந்திய மாவட்டங்கள்	Categorie:District van India
பகுப்பு:ஜம்மு காஷ்மீரின் மாவட்டங்கள்	Categorie:District van Jammu en Kasjmir
பகுப்பு:ஜார்க்கண்டின் மாவட்டங்கள்	Categorie:District van Jharkhand
