ਅਫ਼ਰੀਕਾ	Afrika
ਆਈਸੋਟੋਨ	Isotoon (kernfysica)
ਸਮਭਾਰਿਕ (ਵਿਗਿਆਨ)	Isobaar (kernfysica)
ਅਲੈਗਜ਼ੈਂਡਰ ਵਰੌਂਸਕੀ	Aleksandr Voronski
ਅਕੋਲਾ ਜ਼ਿਲ੍ਹਾ	Akola (district)
ਸ਼ੇਖਰ ਕਪੂਰ	Shekhar Kapur
ਨੀਦਰਲੈਂਡ ਐਂਟੀਲੀਆਈ ਗਿਲਡਰ	Antilliaanse gulden
ਪਰਸ਼ਤਾਤਰ	Parshatatar
ਅਰੀਫ਼ ਦੀ ਜੰਨਤ	Generalife
ਹੋਲੋਗ੍ਰਾਮ	Holografie
ਤੋਤਲਾਪਣ	Slissen
ਇਨਪੁਟ ਢੰਗ	Invoermethode
ਅਲ-ਅਨਫਾਲ ਮੁਹਿੰਮ	Al-Anfaloperatie
ਆਰਾਨਖ਼ੁਇਸ ਦਾ ਸ਼ਾਹੀ ਮਹਿਲ	Koninklijk Paleis van Aranjuez
ਅਜਮਾਨ (ਸ਼ਹਿਰ)	Ajman (stad)
ਸਤਾਦ ਓਗੂਸਤ ਦੇਲੌਨ	Stade Auguste-Delaune
ਜੰਡਿਆਲਾ	Jandiala
ਐਡਵਰਡ ਫਿਟਜ਼ਜਰਾਲਡ	Edward FitzGerald
ਇਸਤਾਂਬੁਲ ਸੂਬਾ	Istanboel (provincie)
ਇਲੈਕਟਰਾ (ਯੂਰੀਪਿਡੀਸ)	Elektra (Euripides)
ਦੱਖਣੀ ਭਾਰਤ	Zuid-India
ਮਾਹੀ ਦਰਿਆ	Mahi (rivier)
ਖਮਾਣੋਂ	Khamanon
ਲੋਹ-ਸਤੰਭ	IJzeren pilaar van Delhi
ਸਿਉਂਕ	Termieten
ਐਂਡ੍ਰਾਸ ਅਡੋਰਜਾਨ	András Adorján (schaker)
ਸੇਗੋਵੀਆ ਦਾ ਕਿਲਾ	Alcázar van Segovia
ਫ਼ਿਫ਼ਟੀ ਸ਼ੇਡਜ਼ ਔਫ਼ ਗ੍ਰੇ	Vijftig tinten grijs
ਪ੍ਰਿਥਵੀਰਾਜ ਚੌਹਾਨ	Prithviraj Chauhan
ਐਮ. ਐਫ਼. ਹੁਸੈਨ	Maqbool Fida Husain
ਭਰਤਪੁਰ	Bharatpur (India)
ਜਗਦੀਸ਼ ਨਟਵਰਲਾਲ ਭਗਵਤੀ	Jagdish Bhagwati
ਅਨੂਪਮ ਖੇਰ	Anupam Kher
ਭਗਵਾਨ	Bhagavan
ਐਂਡ ਗੇਟ	AND-poort
ਹਰਕਿਸ਼ਨ ਸਿੰਘ ਸੁਰਜੀਤ	Harkishan Singh Surjeet
ਐਨਾਬੈੱਲ ਲੀ	Annabel Lee
ਸੇਂਟ ਮੈਰੀ ਸਟੇਡੀਅਮ	St. Mary's Stadium
ਦ ਲੀਗ ਆਫ਼ ਐਕਸਟਰਾਆਰਡੀਨਰੀ ਜੈਂਟਲਮੈੱਨ (2003 ਫਿਲਮ)	The League of Extraordinary Gentlemen (film)
ਅੰਤਮ ਨਿਆਂ (ਮੀਕੇਲਾਂਜਲੋ)	Het laatste oordeel (Michelangelo)
ਬਾਓਟੂ	Baotou
ਹੱਦੋਂ ਵੱਧ ਵਾਰਵਾਰਤਾ	Extremely high frequency
ਜੈਂਗੋ ਅਨਚੇਨਡ	Django Unchained
ਜਿਜ਼ਾਖ	Jizzax
ਕਪਿਲ ਰਿਸ਼ੀ	Maharshi Kapila
ਜੰਗੀ ਯਾਦਗਾਰ	Oorlogsmonument
ਇਫ਼ਤਾਰ	Iftar
ਚੋਣ ਪੇਟੀ	Stembus
ਮਾਣਕ ਸਰਕਾਰ	Manik Sarkar (politicus)
ਗੰਗਾ ਦੇਵੀ	Ganga (godin)
ਲਿਬਰਟੀ ਸਟੇਡੀਅਮ	Liberty Stadium
੧੯੩੨ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	Brits-Indië op de Olympische Zomerspelen 1932
ਦ ਵੇਸਟ ਲੈਂਡ	The Waste Land
ਕਾਂਡਲਾ	Kandla
ਅਮਲੋਹ	Amloh
ਪਹਿਲੀ ਐਂਗਲੋ ਸਿੱਖ ਜੰਗ	Eerste Sikhoorlog
ਨਜ਼ਰ	Nazar (amulet)
ਸਿੱਖ	Sikh
ਉਡੁਪੀ	Udupi (stad)
Baskin-Robbins	Baskin-Robbins
ਬੱਧਨੀ ਕਲਾਂ	Badhni Kalan
ਮਿਲਖਰਾਜ	Timocratie
ਸਿਰਜਣਾਤਮਕ ਲੇਖਣੀ	Creatief schrijven
ਯੌਡਜਾ ਦੇ ਲਾ ਸੇਦਾ	La Lonja de la Seda
ਪੁਐਂਤੇ ਰੋਮਾਨੋ	Puente Romano
ਅਮੇਠੀ	Amethi
ਅਲਮੋੜਾ	Almora (stad)
ਅਨੰਦਪੁਰ ਸਾਹਿਬ	Anandpur Sahib
ਵਿਸ਼ਵ ਪ੍ਰੈਸ ਦਿਵਸ	Internationale Dag van de Persvrijheid
ਔਰੰਗਾਬਾਦ ਜ਼ਿਲ੍ਹਾ	Aurangabad (district in Maharashtra)
ਸਿਟੀ ਗਰਾਂਊਂਡ	City Ground
ਮਾਰ ਆਦੇਨਤਰੋ	Mar adentro
ਕਮਲਾ ਸੁਰੇਈਆ	Kamala Das
੧੯੭੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India op de Olympische Zomerspelen 1976
ਲੈਕਚਰ	Hoorcollege
ਭਾਰਤੀ ਮਿਆਰੀ ਸਮਾਂ	Indian Standard Time
ਦਾਰਾ ਸ਼ਿਕੋਹ	Dara Shikoh
ਪਾਣੀਪਤ ਦੀ ਪਹਿਲੀ ਲੜਾਈ (1526)	Slag bij Panipat (1526)
ਥੁਕਪਾ	Thukpa
ਗ਼ੈਰ-ਬਟੇਨੁਮਾ ਸੰਖਿਆ	Irrationaal getal
ਕਰਨਾਲ ਜ਼ਿਲਾ	Karnal (district)
ਸਾਰੰਗੀ	Sarangi
ਗੁਲੀਸਤੋਨ	Guliston
ਕਾਂਕੇਰ	Kanker (stad)
ਸਟੇਡੀਓ ਇਨਿਓ ਟਰਦਿਨਿ	Stadio Ennio Tardini
ਨਿਜ਼ਾਮ ਹੈਦਰਾਬਾਦ	Nizam
ਸ਼ਿਵਾਲਿਕ ਪਹਾੜ	Siwaliks
ਕੈਥਲ ਜ਼ਿਲਾ	Kaithal (district)
ਬੁਰਸ਼	Borstel (gebruiksvoorwerp)
ਕੰਨੌਜ	Kannauj (stad)
ਡੇਨਸ ਪਾਰਕ	Dens Park
ਧਾਰ	Dhar (stad)
ਡੀਨ ਕੋਰਟ	Dean Court
ਜਾਨ ਸਮਿੱਥ ਸਟੇਡੀਅਮ	John Smith's Stadium
ਫ਼ਾਲਮਰ ਸਟੇਡੀਅਮ	American Express Community Stadium
ਐਲੰਡ ਰੋਡ	Elland Road
ਪੋਰਟਮਾਨ ਰੋਡ	Portman Road
ਕਿੰਗ ਪਾਵਰ ਸਟੇਡੀਅਮ	Walkers Stadium
ਰਸ (ਕਾਵਿ ਸ਼ਾਸਤਰ)	Rasa (gemoedstoestand)
ਪਥੇਰ ਪਾਂਚਾਲੀ	Pather Panchali
ਥਿੰਗਸ ਫ਼ੌਲ ਅਪਾਰਟ	Things Fall Apart
ਨਾਈਟ ਕਲੱਬ	Nachtclub
ਸਵੈ-ਹਾਨੀ	Automutilatie
ਦਹੀ	Wrongel
ਮੈਨ ਆਫ਼ ਸਟੀਲ	Man of Steel
ਮੱਨਾਰ ਦੀ ਖਾੜੀ	Golf van Mannar
ਫਾਇਰਬਾਖ ਬਾਰੇ ਥੀਸਿਸ	Stellingen over Feuerbach
ਨੁਮਾਨਸੀਆ	Numantia
ਹਾਫ਼ਿਜ਼ (ਕੁਰਾਨ)	Hafiz (Koran)
ਹਿੰਦ ਅਧਿਐਨ	Indologie
ਏਰਆਰ	'Ar'ar
ਅਰਾਵਲੀ	Aravalligebergte
ਸੈਂਟਰੀਫ਼ਿਊਗਲ ਪੰਪ	Centrifugaalpomp
ਪਾਰਲੀ ਵਾਰਵਾਰਤਾ	Ultra high frequency
ਰੱਖ (ਸਦਾਚਾਰ)	Natuurbescherming
ਸੁਨੇਹਾ	Bericht
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ	Goeroe Har Rai
ਕੇ.ਸੀ. ਸਟੇਡੀਅਮ	KC Stadium
ਸਾਬਰਮਤੀ ਦਰਿਆ	Sabarmati
ਸਾਂਚੋ ਪਾਂਜਾ	Sancho Panza
ਭੁੱਖੀ ਪੀੜ੍ਹੀ	Hungryalisme
ਕਣਕ ਦੇ ਖੇਤ ਅਤੇ ਕਾਂ	Korenveld met kraaien
ਪਿਗਮੇਲੀਅਨ (ਨਾਟਕ)	Pygmalion (toneelstuk)
ਦ ਕਾਈਟ ਰਨਰ	De vliegeraar
ਕਰਾਸਲਾਵਾ	Krāslava (stad)
ਨਾਦਿਰ ਦੀ ਸੀਮੀਨ ਤੋਂ ਜੁਦਾਈ	Jodaeiye Nader az Simin
ਸ਼ਖ਼ਸੀਅਤ	Persoonlijkheid
ਭਾਰਤ ਦਾ ਗਵਰਨਰ ਜਰਨਲ	Onderkoning van Indië
ਇਸਲਾਮ ਦਾ ਇਤਿਹਾਸ	Geschiedenis van de islam
ਹਿਲਸਬਰੋ ਸਟੇਡੀਅਮ	Hillsborough (stadion)
ਪਾਗਲ ਦੀ ਡਾਇਰੀ (ਕਹਾਣੀ)	Dagboek van een gek
ਸਿਆਲਕੋਟ	Sialkot
ਕਾਰਸ਼ੀ	Qarshi
ਪੋਬਲੈੱਤ ਮੱਠ	Klooster van Poblet
ਮੁਰਦਾ ਰੂਹਾਂ	Dode Zielen
ਟੈੱਸ	Tess of the d'Urbervilles
ਕਾਦਿਜ਼ ਗਿਰਜ਼ਾਘਰ	Kathedraal van Cádiz
ਸਮੁੰਦਰੀ ਮੁਰਗਾਬੀ	De meeuw (Tsjechov)
ਬਹੀਰਾ ਸਮੁੰਦਰ	Finse archipel
ਗੁਇਆਨੀ ਮੁਲਕ	Guyana's
ਆਲ ਇੰਡੀਆ ਅੰਨਾ ਦ੍ਰਾਵਿੜ ਮੁਨੇਤਰ ਕੜਗਮ	All India Anna Dravida Munnetra Kazhagam
ਸ਼ੁੰਗ ਰਾਜਵੰਸ਼	Shungadynastie
ਫ਼ਿਰੋਜ਼ਪੁਰ	Fiozpur
ਕਾਇਆਹ ਰਾਜ	Kayah (staat)
ਸਪੇਨੀ ਅਮਰੀਕਾ	Hispano-Amerika
ਸ਼੍ਰੀਰੰਗਾਪਟਨਮ	Srirangapatna
ਖੰਭਾਤ ਦੀ ਖਾੜੀ	Golf van Khambhat
ਰੰਗ ਦ੍ਰਿਸ਼	Spectrum
ਸਿਰਮੌਰ ਜ਼ਿਲਾ	Sirmaur (district)
ਸਾਧ-ਸੰਤ	Sadhoe
ਰੁਜ਼ਗਾਰ	Werken (arbeid)
ਦਾ ਫਾਲਟ ਇਨ ਆਵਰ ਸਟਾਰਸ (ਨਾਵਲ)	Een weeffout in onze sterren
ਕਾਂਗੜਾ	Kangra (stad)
ਕੈਰੀਬੀਆ	Caraïben
ਦਿੱਲੀ ਯੂਨੀਵਰਸਿਟੀ	Universiteit van Delhi
ਹੂਗਜ਼ ਐੱਚ-੪	Spruce Goose
ਯਥਾਰਥਵਾਦ (ਸਾਹਿਤ)	Realisme (literatuur)
ਮਸੂਰੀ	Mussoorie
ਜਾਤਕ	Jataka
ਵੈਸਟ ਇੰਡੀਜ਼	West-Indië
ਗੁੱਡੀ ਦਾ ਘਰ	Een poppenhuis
ਨੋ ਐਗਜਿਟ	Huis clos
ਅਰਜੁਨ ਇਨਾਮ	Arjuna Award
ਪਦਮ ਵਿਭੂਸ਼ਨ	Padma Vibhushan
ਲੈਲਾ ਮਜਨੂੰ	Layla en Majnun
ਰੋਮੀਓ	Romeo Montague
ਨਾਈਟ ਕੈਫ਼ੇ	Het nachtcafé
ਹਾਇਲ	Hail
ਮਾਚੂ ਪਿਕਚੂ	Machu Picchu
ਤੇਲੰਗਾਨਾ	Telangana
ਟ੍ਰਾਂਸਪੋਰਟ ਫ਼ਾਰ ਲੰਡਨ	Transport for London
ਟਰਫ਼ ਮੂਰ	Turf Moor
ਮਹਿੰਦਰਗੜ੍ਹ ਜ਼ਿਲਾ	Mahendragarh (district)
ਵਖਰੇਵਾਂ	Secessie (politiek)
ਸਰੋਦ	Sarod
ਅਮਰਪਾਲੀ	Ambapali
ਹੈਤੀ ਇਨਕ਼ਲਾਬ	Haïtiaanse Revolutie
ਗੁਰਮੁਖੀ ਲਿਪੀ	Gurmukhi
ਮਾਊਂਟ ਆਬੂ	Abu (berg)
ਰਾਸ਼ਟਰਮੰਡਲ ਖੇਡਾਂ 2010	Gemenebestspelen 2010
ਭਾਰਤੀ ਸੰਸਦ	Parlement van India
ਸ਼ੇਖ਼ ਜ਼ਾਇਦ ਮਸਜਿਦ	Sjeik Zayed-moskee
ਗੀਗਾਬਾਈਟ ਟੈਕਨਾਲਜੀ	Gigabyte (bedrijf)
ਮਿਖ਼ਾਇਲ ਪ੍ਰਿਸ਼ਵਿਨ	Michail Prisjvin
ਵਗਾਰ	Dwangarbeid
ਦ ਰਾਈਮ ਆਫ਼ ਦੀ ਏਨਸੀਐਂਟ ਮੇਰੀਨਰ	The Rime of the Ancient Mariner
ਬਸੀ ਪਠਾਣਾਂ	Bassi Pathana
ਬਟਾਲਾ	Batala
ਬਠਿੰਡਾ	Bathinda (stad)
ਅੰਗ (ਸਰੀਰੀ ਬਣਤਰ)	Orgaan
ਦੁਨੀਆਂ ਦੇ ਨਵੇਂ ਸੱਤ ਅਜੂਬੇ	New7Wonders of the World
ਵਾਲਮੀਕ	Valmiki
ਫ਼ੌਜੀ ਕਨੂੰਨ	Krijgswet
ਬੇਗਾਡਾਨ	Bégadan
ਸ਼ਿਕਰਾ	Shikra
ਆਰੀਆ ਸਮਾਜ	Arya Samaj
ਬੇਗਮ ਹਜ਼ਰਤ ਮਹਲ	Begum Hazrat Mahal
ਕਾਬੀਲ ਅਤੇ ਹਾਬੀਲ	Kaïn en Abel
ਕਲਾਸੀਕਲ ਗਿਟਾਰ	Klassieke gitaar
ਏਸ਼ੀਆ ਦੇ ਝੰਡੇ	Lijst van vlaggen van Azië
ਵਿਲੀਅਮ ਰੋਜੇੱਟੀ	William Michael Rossetti
ਦ ਹੌਬਿਟ: ਦ ਡੈਸੋਲੇਸ਼ਨ ਆਫ਼ ਸਮੌਗ	The Hobbit: The Desolation of Smaug
ਹਿੰਦੀ ਵਿਕੀਪੀਡੀਆ	Hindi Wikipedia
ਅਸ਼ਵਮੇਧ	Ashvamedha
ਜੇਟ ਏਅਰਵੇਜ਼	Jet Airways
ਕਾਂਗੜਾ ਜ਼ਿਲਾ	Kangra (district)
ਡੀ ਗ੍ਰੋਲਸਛ ਵੇਸਤੇ	De Grolsch Veste
ਰਿਗਵੇਦ	Rig-Veda
ਕਮਿਊਨਿਟੀ	Community (televisieserie)
ਹਾਇਬਨ	Haibun
ਸ਼ੁਜੀ ਨਾਕਾਮੁਰਾ	Shuji Nakamura
ਫੁਮਲਹੌਤ ਬੀ	Fomalhaut b
ਕਿਊਬਾਈ ਵਟਾਂਦਰਾਯੋਗ ਪੇਸੋ	Convertibele peso
ਗੰਗੂਬਾਈ ਹੰਗਲ	Gangubai Hangal
ਓਗਰੇ, ਲਾਤਵੀਆ	Ogre (stad)
ਡੈਵਿਡ ਲੈਕ	David Lack
ਯੋਚਾਨਾਨ ਆਫੇਕ	Yochanan Afek
ਇਲੈਕਟਰਾ (ਸੋਫੋਕਲੀਜ)	Elektra (Sophokles)
ਅਲੈਗਜ਼ੈਂਡਰ ਸਰਾਫ਼ੀਮੋਵਿਚ	Aleksandr Serafimovitsj
ਉਖਰੁਲ ਜ਼ਿਲਾ	Ukhrul (district)
ਦ ਫ਼ੋਰਸਾਈਟ ਸਾਗਾ	Forsyte Saga
ਦਾਰਸ਼ਨਕ ਯਥਾਰਥਵਾਦ	Realisme (filosofie)
ਸੰਧੂਰ	Vermiljoen
ਪੀਟਰ ਆਕਸ	Péter Ács
ਕਸ਼ੁਦਰ ਗ੍ਰਹਿ	Astroïde
ਜੇਮਸ ਪ੍ਰਿੰਸੇਪ	James Prinsep (taalkundige)
ਯੂਨੀਸੈਫ਼	UNICEF
ਨੈਸ਼ਨਲ ਪਾਰਟੀ (ਦੱਖਣੀ ਅਫ਼ਰੀਕਾ)	Nationale Partij van Zuid-Afrika
ਇਸਤਾਦੀਓ ਐੱਲ ਮਾਦਰੀਗਾਲ	Estadio El Madrigal
ਸਜਾਤੀ ਲੜੀ	Homoloog (scheikunde)
ਰੂਸੀ ਰੂਪਵਾਦ	Russisch formalisme
ਰੂਟਸ (ਨਾਵਲ)	Roots: Wij zwarten
ਸਾਲਦੁਸ	Saldus (stad)
ਬੁਰਗੋਸ ਵੱਡਾ ਗਿਰਜਾਘਰ	Kathedraal van Burgos
ਲੋਂਜਾਈਨਸ	Pseudo-Longinus
ਸ੍ਰੀਲੰਕਾ ਮਾਤਾ	Sri Lanka Matha
ਕਾਸਾ ਵਿਸੇਂਸ	Casa Vicens
ਬ੍ਰਹਮ	Brahman (filosofisch concept)
ਕਿਰਤਾ	Kirta
ਸਾਰਾਂਦੇ ਜ਼ਿਲਾ	Sarandë (district)
ਧੱਮਪਦ	Dhammapada
ਛਿਲਾ	Kraambed
ਯਾਸਨਾਇਆ ਪੋਲੀਆਨਾ	Jasnaja Poljana (landgoed)
ਸ਼ਰਧਾਂਜਲੀ	Rouw
ਮਮਿਤ ਜ਼ਿਲਾ	Mamit (district)
ਗੀਤਕਾਰ	Songwriter
ਚਾਰ ਮਹਾਨ ਕਲਾਸੀਕਲ ਨਾਵਲ	Vier klassieke romans
ਰਿਸ਼ੀ	Rishi
ਬੰਗਾਲੀ ਲਿਪੀ	Bengaals alfabet
ਉੱਤਰੀ ਅਮਰੀਕਾ ਦੇ ਝੰਡੇ	Lijst van vlaggen van Noord-Amerika
ਵਿਸ਼ਵ ਸ਼ਰਨਾਰਥੀ ਦਿਵਸ	Wereldvluchtelingendag
ਕੁੱਕਰੇ	Keratitis
ਨਵੋਈ	Navoiy
ਓਮੁਸਾਟੀ	Omusati
ਅਜੀਬ ਫ਼ਲ	Strange Fruit
ਅਲੀਗੜ ਜ਼ਿਲ੍ਹਾ	Aligarh (district)
ਦੇਸੀ	Desi (subcultuur)
ਦੱਖਣੀ ਏਸ਼ੀਆ	Zuid-Azië
ਕਲਾ ਕਲਾ ਲਈ	L'art pour l'art
ਸੰਸਾਰਪੁਰ	Sansarpur
ਰਮੋਨ ਮੈਗਸੇਸੇ ਇਨਾਮ	Ramon Magsaysay Award
ਟੇਨੇਦੈਸ ਪਾਰਕ	Tannadice Park
ਅਸੀਰ ਰਿਆਸਤ	Asir
ਮੁਹੰਮਦ ਜ਼ਫਰਉੱਲਾ ਖਾਨ	Muhammad Zafrullah Khan
ਬੁਢਲਾਡਾ	Budhlada
ਨਿਊਜ਼ੀਲੈਂਡ ਦੇ ਤੋਤੇ	Strigopidae
ਆਜ਼ਮਗੜ੍ਹ ਜ਼ਿਲਾ	Azamgarh (district)
ਵਿਅਕਤੀ	Individu
ਸ਼ਮਸ ਤਬਰੇਜ਼ੀ	Sjems Tebrizi
ਬਾਬਰ	Babur
ਏਸ਼ੀਆਈ ਕੋਇਲ	Indische koël
ਘੱਗਰ ਹਕਰਾ ਦਰਿਆ	Ghaggar-Hakra
ਪਾਕਿਸਤਾਨ ਮੁਸਲਿਮ ਲੀਗ	Pakistan Muslim League (N)
ਬਾਇਲੋ ਕਲਾਊਦੀਆ	Baelo Claudia
ਬਹੁਜਨ ਸਮਾਜ ਪਾਰਟੀ	Bahujan Samajpartij
ਬਾਲਤਿਸਤਾਨ	Baltistan
ਬਾਂਸਵਾੜਾ ਜ਼ਿਲ੍ਹਾ	Banswara (district)
ਸੁਨਹਿਰੀ ਤਿਕੋਣ (ਦੱਖਣ-ਪੂਰਬੀ ਏਸ਼ੀਆ)	Gouden Driehoek (gebied)
ਫਾਈਲੇਰੀਆ	Filariasis
ਬੈਨਜ਼ਾਈਲ	Benzylgroep
ਜ਼ੋਰਬਾ ਦ ਗਰੀਕ (ਫ਼ਿਲਮ)	Zorba de Griek
ਓਪੇਰਾ ਮਿਨੀ	Opera Mini
ਸੇਂਟ ਐਂਡਰਿਊਜ਼ ਸਟੇਡੀਅਮ	St. Andrews Stadium
ਭਾਰਤੀ ਰੇਲ	Indian Railways
ਇੱਕ ਸੇਲਜਮੈਨ ਦੀ ਮੌਤ	Dood van een handelsreiziger
ਪ੍ਰਗਤੀਵਾਦ	Progressivisme
ਪੈਟ੍ਰਿਕ ਥਿਸਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Partick Thistle FC
ਰਿਵਰਸਾਈਡ ਸਟੇਡੀਅਮ	Riverside Stadium
ਸਲਵਾਰ ਕਮੀਜ਼	Salwar kameez
ਐਗਜ਼ਿੱਟ ਪੋਲਜ਼	Exitpoll
ਲੱਸੀ	Lassi
ਤਕਨੀਕੀ ਸਿੱਖਿਆ	Beroepsonderwijs
ਆਤਮ (ਦਰਸ਼ਨ)	Subject (filosofie)
ਹੱਵਾ	Eva (persoon)
ਗਲਪ ਲਈ ਪੁਲਿਤਜ਼ਰ ਪੁਰਸਕਾਰ	Pulitzerprijs (literatuur)
ਕਾਵਿ ਸ਼ਾਸਤਰ	Poëtica
ਖਰਖਰੀ	Kroep (ziekte)
ਹਵਾ ਮਹਿਲ	Hawa Mahal
ਸਮਾਜਕ ਯਥਾਰਥਵਾਦ	Sociaal realisme
ਭਾਰਤੀ ਕਮਿਊਨਿਸਟ ਪਾਰਟੀ	Communistische Partij van India
ਲਾਹੌਲ ਅਤੇ ਸਪੀਤੀ ਜ਼ਿਲ੍ਹਾ	Lahul and Spiti
ਸਟ੍ਰੈਪਟੋਕੋਕਲ ਫੇਰਿਨਜਾਈਟਿਸ	Streptokokkenfaryngitis
ਏਪੇ	Degen
ਓਬਲੋਮੋਵ	Oblomov
ਨੋਕੀਆ 5800 ਐਕਸਪ੍ਰੇਸ ਮਿਊਜਿਕ	Nokia 5800
ਸਾਇਆਨੇਟ	Cyanaat
ਤਨੀਂਥਾਰਾਈ ਮੰਡਲ	Tanintharyi
ਕੁੰਤੀ	Kunti
ਦੱਖਣੀ ਕੈਲੀਫ਼ੋਰਨੀਆ	Zuid-Californië
ਕੱਛ ਦੀ ਖਾੜੀ	Golf van Kutch
ਕਲਸ਼ ਲੋਕ	Kalash
ਚੇਪੀ	Etiket
ਅਰਥਸ਼ਾਸਤਰ ਦਾ ਸ਼ਿਕਾਗੋ ਸਕੂਲ	Chicago school of economics
ਗ਼ੁਲਾਮ ਖ਼ਾਨਦਾਨ	Slavendynastie (Delhi)
ਮੀਮਾਂਸਾ	Mimamsa
ਮਹਾਂ ਸ਼ਿਵਰਾਤਰੀ	Mahashivaratri
ਇਸ਼ਤਾਦਿਊ ਮੁਨਸਿਪਲ ਡੀ ਬ੍ਰਾਗਾ	Estádio Municipal de Braga
ਅਲਮੂਦੇਨਾ ਗਿਰਜਾਘਰ	Kathedraal van Madrid
ਬਿਜਲਚੁੰਬਕਤਾ	Elektromagnetische kracht
ਅਸ਼ਵਗੰਧਾ	Ashwaganda
ਅਲਬਾਹਾ ਸੂਬਾ	Al-Bahah (provincie)
ਨੈੱਟ ਨਿਰਪੱਖਤਾ	Netneutraliteit
ਮਾਰਕਸੀ ਅਰਥਸ਼ਾਸਤਰ	Marxistische economie
ਭਾਰਤੀ ਬਰੇਲ	Bharati braille
ਭੰਗੜਾ	Bhangra (muziek)
ਨੰਦੇੜ	Nanded (stad)
ਵਿਸ਼ਵ ਜਨਸੰਖਿਆ ਦਿਵਸ	Wereldbevolkingsdag
ਚਿਵਾਵਾ ਮਾਰੂਥਲ	Chihuahuawoestijn
ਕੁੜਤਾ	Kurta
ਸੰਸਾਰ ਰੇਖਾ	Wereldlijn
ਰਾਸ਼ਟਰਕੂਟ ਰਾਜਵੰਸ਼	Rashtrakutadynastie
ਬ੍ਰਹਮੋਸ	BrahMos
ਰੁਮਾਂਸ ਨਾਵਲ	Liefdesroman
ਅ ਥਾਊਜੈਂਡ ਸਪਲੈਨਡਿਡ ਸਨਜ਼	Duizend schitterende zonnen
ਜੋਫ਼ਖ਼ੁਆ-ਗੀਸ਼ਾਖ਼ ਸਟੇਡੀਅਮ	Stade Geoffroy-Guichard
ਇੱਕ ਔਰਤ ਦਾ ਚਿਹਰਾ	The Portrait of a Lady (roman)
ਘਣ	Kubusgetal
ਬਿਠੂਰ	Bithoor
ਵਾਲਡਨ	Walden (boek)
ਈਸਪ ਦੀਆਂ ਕਹਾਣੀਆਂ	Fabels van Aesopus
ਖ਼ੋਆਨ ਮੀਰੋ ਸੰਸਥਾ	Fundació Joan Miró
ਕਾਰਡਿਫ਼ ਸਿਟੀ ਸਟੇਡੀਅਮ	Cardiff City Stadium
ਆਪੇਰਾ ਮੋਬਾਇਲ	Opera Mobile
ਬਲੂਮਫ਼ੀਲਡ ਰੋਡ	Bloomfield Road
ਸੰਸਾਰ ਇਨਕਲਾਬ	Wereldrevolutie
ਮੇਨ ਦੀ ਖਾੜੀ	Golf van Maine
ਹਿੰਦੂ ਮਿਥਿਹਾਸ	Hindoeïstische mythologie
ਇਟਾਵਾ	Etawah (stad)
ਚਿਤਰਾਲ ਜਿਲਾ	Chitral
ਆਧੁਨਿਕਤਾਵਾਦ	Modernisme
ਕਾਲੀ ਮੱਛਰੀ	Anthocoridae
ਬਲੱਡ ਮਨੀ	Bloedgeld
ਫ਼ੌਜਾ ਸਿੰਘ	Fauja Singh
੨੦੦੭-੨੦੦੮ ਦਾ ਮਾਲੀ ਸੰਕਟ	Kredietcrisis
ਸ਼ਿਰਕ (ਇਸਲਾਮ)	Sjirk
ਗੁੱਗਲ	Commiphora wightii
ਜਨਤਾ ਦਲ (ਯੁਨਾਈਟਡ)	Janata Dal (United)
ਚੋਣ ਪਰਚੀ	Stembiljet
ਟਰਾਂਸਨਿਸਤਰੀਆ	Transnistrië
ਕਲੰਕ (ਨਾਵਲ)	The Scarlet Letter
ਦ ਡੈਨ	New Den Stadium
ਨਕਸਲੀ	Naxalieten
ਸੰਗ	Verlegenheid
ਮਦਦ:ਵਿਸ਼ਾ-ਵਸਤੂ	Portaal:Hulp en beheer
ਵਧਾਈ ਪੱਤਰ	Wenskaart
ਲਕਸ਼ਮਣ	Lakshmana
ਅਨੋਇਤਾ ਸਟੇਡੀਅਮ	Estadio Anoeta
ਹਰਭਜਨ ਸਿੰਘ ਯੋਗੀ	Harbhajan Singh Khalsa
ਖ਼ਿਲਜੀ ਖ਼ਾਨਦਾਨ	Khaljidynastie
ਦੋਸਾ	Dosa
ਕੋਫ਼ੀ ਅਵੂਨੋਰ	Kofi Awoonor
ਦ ਹਿੰਦੂ	The Hindu
ਇਤਾਲਵੀ ਸਾਮਰਾਜ	Italiaanse koloniën
ਕਿਲ੍ਹਾ ਹਰਿਕ੍ਰਿਸ਼ਨਗੜ੍ਹ	Kishangarh
ਗੁਜਰਾਤ (ਪਾਕਿਸਤਾਨ)	Gujrat
ਗਣੇਸ਼ ਚਤੁਰਥੀ	Ganesh Chaturthi
ਮੈਕਬਥ (1971 ਫ਼ਿਲਮ)	Macbeth (1971)
ਕੇਲਾਂਗ	Keylong
ਰਣਨੀਤਕ ਯੋਜਨਾਬੰਦੀ	Strategische planning
