ఆఫ్రికా	Afrika
అబద్దం	Leugen
న్యాయ మీమాంస	Rechtsgeleerdheid
కత్తిపీట	Boti (instrument)
వర్గం:భాష	Categorie:Taal
వర్గం:శెలవులు	Categorie:Feestdag
వికీపీడియా:కొత్త పేజీని ఎలా ప్రారంభించాలి	Help:Nieuwe pagina aanmaken
వర్గం:వికీపీడియా	Categorie:Encyclopedie Wikipedia
వికీపీడియా:మమ్మల్ని కలవండి	Wikipedia:Vrijwaringsclausule
వర్గం:తెగిపోయిన ఫైలులింకులు గల పేజీలు	Categorie:Wikipedia:Pagina's met onjuiste bestandsverwijzingen
స్మారకచిహ్నం	Monument (gedenkteken)
సైనికుడు (జవాన్)	Soldaat
వికీపీడియా:Statistics	Wikipedia:Statistieken
వికీపీడియా:శైలి	Wikipedia:Conventies
వికీపీడియా:నక్షత్రాగారం	Wikipedia:Sterren voor bewezen diensten
వికీపీడియా:తెవికీ సెలవు	Wikipedia:Wikibreak
మూస:Navbox	Sjabloon:Navigatie
విజయపురి	Vijayapuri
వర్గం:ల్యాప్‌టాప్‌లు	Categorie:Laptop
న్యాయం	Rechtvaardigheid
లిలియం	Lelie (geslacht)
మూస:Nutshell	Sjabloon:Notendop
సహాయం:లింకు	Help:Gebruik van links
బహుమతి (ప్రైజ్)	Prijs (winnen)
చిమేర	Draakvissen
మూస:మూలాలు అవసరం	Sjabloon:Bron?
వర్గం:టెన్నిస్	Categorie:Tennis
వర్గం:కంప్యూటర్	Categorie:Toegepaste informatica
గుమ్మడి జాతి కాయ (మొక్క)	Kalebas
వర్గం:భారత టెన్నిస్ క్రీడాకారులు	Categorie:Indiaas tennisser
వర్గం:Flag templates	Categorie:Wikipedia:Sjablonen vlag
మూస:!!	Sjabloon:!!
మూస:Navbar	Sjabloon:Tnavbar
మూస:Code	Sjabloon:Code
మూస:Clear	Sjabloon:Clearboth
మూస:Anchor	Sjabloon:Anker
వికీపీడియా:వికీపీడియాలో తప్పకుండా ఉండవలసిన వ్యాసాలు	Wikipedia:Archief/Wikipedia:Artikelen die elke Wikipedia zou moeten hebben
వర్గం:జూలై	Categorie:Juli
వర్గం:సంఖ్యలు	Categorie:Getal
వర్గం:జూన్	Categorie:Juni
వర్గం:దస్తావేజులు	Categorie:Document
వర్గం:పుస్తకాలు	Categorie:Boek
మూస:వికీసోర్స్	Sjabloon:Wikisource
మూస:Babel	Sjabloon:Babel
మూస:Commons	Sjabloon:Commons
మూస:Reflist	Sjabloon:References
మూస:AGO	Sjabloon:AO
వికీపీడియా:మూలాలు	Wikipedia:Bronvermelding
వికీపీడియా:అన్వేషణ	Help:Zoeken
మూస:మొలక	Sjabloon:Beginnetje
మూస:User eo-1	Sjabloon:Gebruiker eo-1
మూస:See also	Sjabloon:Zie ook
మూస:User da-2	Sjabloon:Gebruiker da-2
మూస:User da	Sjabloon:Gebruiker da
మూస:User eo-3	Sjabloon:Gebruiker eo-3
మూస:సభ్యులు de	Sjabloon:Gebruiker de
మూస:User de-1	Sjabloon:Gebruiker de-1
మూస:User es	Sjabloon:Gebruiker es
మూస:User en-3	Sjabloon:Gebruiker en-3
మూస:User en-1	Sjabloon:Gebruiker en-1
మూస:User en-2	Sjabloon:Gebruiker en-2
మూస:User en	Sjabloon:Gebruiker en
మూస:User de-2	Sjabloon:Gebruiker de-2
మూస:User es-1	Sjabloon:Gebruiker es-1
మూస:User fr-1	Sjabloon:Gebruiker fr-1
మూస:User he-2	Sjabloon:Gebruiker he-2
మూస:User ja-4	Sjabloon:Gebruiker ja-4
మూస:User fr-2	Sjabloon:Gebruiker fr-2
మూస:User tr	Sjabloon:Gebruiker tr
మూస:User ja	Sjabloon:Gebruiker ja
మూస:User ja-1	Sjabloon:Gebruiker ja-1
మూస:User fr	Sjabloon:Gebruiker fr
వికీపీడియా:వికీపీడియాను ఉదహరించడం	Help:Wikipedia citeren
వర్గం:పర్యాటక రంగం	Categorie:Toerisme
వర్గం:ఫిబ్రవరి	Categorie:Februari
వర్గం:1957	Categorie:1957
వర్గం:1949	Categorie:1949
వర్గం:1927	Categorie:1927
వర్గం:1919	Categorie:1919
వర్గం:కీటకాలు	Categorie:Insect
మూస:HRV	Sjabloon:CRO
వర్గం:ఆసియా	Categorie:Azië
వర్గం:చిలీ	Categorie:Chili
వర్గం:21 వ శతాబ్దం	Categorie:21e eeuw
వర్గం:User uk	Categorie:Wikipedia:Gebruiker uk
వర్గం:దక్షిణ అమెరికా	Categorie:Zuid-Amerika
వర్గం:1930	Categorie:1930
వర్గం:User uk-N	Categorie:Wikipedia:Gebruiker uk-M
వర్గం:1936	Categorie:1936
వర్గం:1947	Categorie:1947
వర్గం:1937	Categorie:1937
వర్గం:1940	Categorie:1940
వర్గం:1934	Categorie:1934
వర్గం:1960	Categorie:1960
వర్గం:1943	Categorie:1943
వర్గం:1951	Categorie:1951
వర్గం:1942	Categorie:1942
వర్గం:1959	Categorie:1959
వర్గం:1938	Categorie:1938
వర్గం:1928	Categorie:1928
వర్గం:1913	Categorie:1913
వర్గం:1918	Categorie:1918
వర్గం:1954	Categorie:1954
వర్గం:1941	Categorie:1941
వర్గం:1955	Categorie:1955
వర్గం:1950	Categorie:1950
వర్గం:1921	Categorie:1921
వర్గం:1977	Categorie:1977
వర్గం:1946	Categorie:1946
వర్గం:1948	Categorie:1948
వర్గం:1932	Categorie:1932
వర్గం:ఫుట్ బాల్	Categorie:Voetbal
వర్గం:1945	Categorie:1945
మూస:Mod	Sjabloon:Modulo
వర్గం:1923	Categorie:1923
వర్గం:1935	Categorie:1935
వర్గం:1910	Categorie:1910
వర్గం:1917	Categorie:1917
వర్గం:1904	Categorie:1904
వర్గం:1926	Categorie:1926
వర్గం:1907	Categorie:1907
వర్గం:1914	Categorie:1914
మూస:User sv	Sjabloon:Gebruiker sv
వర్గం:1929	Categorie:1929
వర్గం:1920	Categorie:1920
వర్గం:1925	Categorie:1925
మూస:User uk	Sjabloon:Gebruiker uk
వర్గం:1905	Categorie:1905
వర్గం:1915	Categorie:1915
మూస:User es-2	Sjabloon:Gebruiker es-2
వర్గం:విజ్ఞాన సర్వస్వాలు	Categorie:Encyclopedie
వర్గం:1908	Categorie:1908
మూస:Welcome	Sjabloon:Hola
వర్గం:1901	Categorie:1901
వర్గం:1903	Categorie:1903
వర్గం:1902	Categorie:1902
వర్గం:1900	Categorie:1900
వర్గం:1933	Categorie:1933
వర్గం:1912	Categorie:1912
వర్గం:1952	Categorie:1952
వర్గం:ఆన్లైన్ విజ్ఞాన సర్వస్వము	Categorie:Internetencyclopedie
మూస:Edit	Sjabloon:Edit
వర్గం:1911	Categorie:1911
వర్గం:1922	Categorie:1922
మూస:ITA	Sjabloon:IT
వర్గం:1924	Categorie:1924
వర్గం:1906	Categorie:1906
మూస:BOL	Sjabloon:BO
మూస:Wikivar	Sjabloon:Wikivar
వర్గం:User fr-1	Categorie:Wikipedia:Gebruiker fr-1
మూస:వికీవ్యాఖ్య	Sjabloon:Wikiquote
మూస:Image label	Sjabloon:Afbeelding label
మూస:DavisCupplayerlink	Sjabloon:Link Davis Cup
మూస:MAR	Sjabloon:MA
మూస:MDG	Sjabloon:MG
మూస:Infobox television	Sjabloon:Infobox televisieprogramma
మూస:Apple	Sjabloon:Navigatie Apple
మూస:Infobox Musical artist	Sjabloon:Infobox artiest
మూస:PSE	Sjabloon:PS
మూస:TWN	Sjabloon:TW
మూస:MYT	Sjabloon:YT
మూస:Linux-distro	Sjabloon:Navigatie Linuxdistributies
మూస:/template	Sjabloon:Infobox land
మూస:Infobox Software	Sjabloon:Infobox software
మూస:STP	Sjabloon:ST
మూస:VEN	Sjabloon:VE
మూస:Wide image	Sjabloon:Panorama
మూస:UKR	Sjabloon:UA
మూస:Infobox Military Conflict	Sjabloon:Infobox militair conflict
మూస:చేశాను	Sjabloon:Uitgevoerd
మూస:ఆడియో	Sjabloon:Audio
మూస:Infobox Political Party	Sjabloon:Infobox politieke partij
వికీపీడియా:పాఠం (వికీపీడియా లింకులు)	Wikipedia:Snelcursus (Wikipedia links)
మూస:ROU	Sjabloon:RO
మూస:BHR	Sjabloon:BH
మూస:Age in years and days	Sjabloon:Leeftijd in jaren en dagen
మూస:Nom	Sjabloon:Tabelcel genomineerd
మూస:DJI	Sjabloon:DJ
మూస:సమాచారపెట్టె శాస్త్రవేత్త	Sjabloon:Infobox wetenschapper
మూస:Infobox university	Sjabloon:Infobox universiteit
మూస:Infobox Company	Sjabloon:Infobox bedrijf
మూస:వికిబుక్స్	Sjabloon:Wikibooks
మూస:వంశవృక్షము	Sjabloon:Stamboom
మూస:విశేషవ్యాసం	Sjabloon:Etalage
మూస:Infobox Monarch	Sjabloon:Infobox monarch
వర్గం:User en	Categorie:Wikipedia:Gebruiker en
వర్గం:User en-2	Categorie:Wikipedia:Gebruiker en-2
మూస:సమాచారపెట్టె	Sjabloon:Infobox generiek
మూస:User eo	Sjabloon:Gebruiker eo
వర్గం:వర్ణమాలలు	Categorie:Alfabet
మూస:Legend	Sjabloon:Legenda
మూస:వెబ్ మూలము	Sjabloon:Citeer web
మూస:User ru-4	Sjabloon:Gebruiker ru-4
మూస:Won	Sjabloon:Tabelcel gewonnen
మూస:భౌగోళిక మూస	Sjabloon:GeoTemplate
వర్గం:అనువాదం	Categorie:Vertaling
వర్గం:నిర్మాణం	Categorie:Bouwkunde
మూస:Wiktionary	Sjabloon:Wikt
వర్గం:రోసేసి	Categorie:Rosaceae
మూస:వికీసెలవు	Sjabloon:Wikibreak
మూస:Infobox dam	Sjabloon:Infobox dam
మూస:Languageicon	Sjabloon:Taalaanduiding
వర్గం:User hi	Categorie:Wikipedia:Gebruiker hi
మూస:సమాచారపెట్టె ఆవాసము	Sjabloon:Infobox plaats
హెర్డ్మేనియా	Herdmania momus
వర్గం:పర్వతాలు	Categorie:Berg
మూస:User ru	Sjabloon:Gebruiker ru
వర్గం:20 వ శతాబ్దం	Categorie:20e eeuw
వర్గం:రాజకీయవేత్తలు	Categorie:Politicus
మూస:ఇతరవాడుకలు	Sjabloon:Zie dp
నడుము నొప్పి	Rugpijn
గుడిసె	Hut
వృక్షగృహం	Boomhut
మూస:GFDL-no-disclaimers	Sjabloon:GFDL
వర్గం:నోబెల్ శాంతి బహుమతి గ్రహీతలు	Categorie:Winnaar van de Nobelprijs voor de Vrede
మూస:పాత చర్చల పెట్టె	Sjabloon:Archief
మూస:నెలపేరు	Sjabloon:MONTHNAME
మూస:Infobox Officeholder	Sjabloon:Infobox ambtsbekleder
మూస:CPV	Sjabloon:CV
మూస:Infobox Protected area	Sjabloon:Infobox beschermd gebied
మూస:Rand	Sjabloon:Rand
మూస:USSR	Sjabloon:SUHH
వర్గం:భౌతిక శాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Categorie:Winnaar van de Nobelprijs voor de Natuurkunde
వర్గం:రసాయన శాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Categorie:Winnaar van de Nobelprijs voor de Scheikunde
మూస:పూర్తి విరమణ	Sjabloon:Vertrokken
వర్గం:19 వ శతాబ్దం	Categorie:19e eeuw
మూస:కాపీహక్కు సమస్యకోర్	Sjabloon:Auteur
మూస:ParmPart	Sjabloon:ParmPart
వర్గం:బల్లులు	Categorie:Hagedis
మూస:ATF	Sjabloon:TF
మూస:సమాచారపెట్టె పుస్తకం	Sjabloon:Infobox boek
వర్గం:1931	Categorie:1931
వర్గం:1958	Categorie:1958
వర్గం:1956	Categorie:1956
వర్గం:1944	Categorie:1944
వర్గం:జనవరి	Categorie:Januari
వర్గం:1916	Categorie:1916
వర్గం:1939	Categorie:1939
వర్గం:1909	Categorie:1909
మూస:ICD10	Sjabloon:ICD10
మూస:సమాచారపెట్టె నటుడు	Sjabloon:Infobox acteur
మూస:GTM	Sjabloon:GT
మూస:User pl	Sjabloon:Gebruiker pl
మూస:GUM	Sjabloon:GU
మూస:TJK	Sjabloon:TJ
మూస:సమాచారపెట్టె అంతర్జాలస్థలం	Sjabloon:Infobox website
మూస:User no-2	Sjabloon:Gebruiker no-2
మూస:Image label end	Sjabloon:Afbeelding label eind
వర్గం:ఆండ్రాయిడ్ సాఫ్ట్‌వేర్లు	Categorie:Software voor Android
మూస:Infobox Anatomy	Sjabloon:Infobox anatomie
మూస:Documentation subpage	Sjabloon:Sjabdoc direct
మూస:GIB	Sjabloon:GI
మూస:GHA	Sjabloon:GH
మూస:GMB	Sjabloon:GM
మూస:DMA	Sjabloon:DM
మూస:IDN	Sjabloon:ID
మూస:FRO	Sjabloon:FO
మూస:ZAF	Sjabloon:ZA
మూస:BWA	Sjabloon:BW
మూస:URY	Sjabloon:UY
మూస:COD	Sjabloon:CD
మూస:BIH	Sjabloon:BA
మూస:GIN	Sjabloon:GN
మూస:పరిచయము 2	Wikipedia:Archief/Wikipedia:Introductie 2
మూస:Tlx	Sjabloon:Tlx
మూస:Infobox World Heritage Site	Sjabloon:Infobox werelderfgoed
మూస:విసర్జన	Sjabloon:Purge
మూస:Columns	Sjabloon:Kolommen
మూస:గుర్తింపు	Sjabloon:Referenties
మూస:DEN	Sjabloon:DK
వర్గం:శాసనసభలు	Categorie:Wetgevende macht
మూస:Spoiler	Sjabloon:Leeswaarschuwing
మూస:Dead link	Sjabloon:Dode link
మూస:FJI	Sjabloon:FJ
మూస:DEU	Sjabloon:DE
మూస:CYM	Sjabloon:KY
మూస:BEN	Sjabloon:BJ
వర్గం:తాగునీరు	Categorie:Drinkwater
మూస:సభ్యుడు	Sjabloon:Gebruikerlinks
మూస:WSM	Sjabloon:WS
మూస:YEM	Sjabloon:YE
మూస:WLF	Sjabloon:WF
మూస:శ్రవణ తెవికీ	Sjabloon:Gesproken Wikipedia
వర్గం:గుజరాత్ జిల్లాలు	Categorie:District van Gujarat
మూస:అత్యవసర బాటు నిరోధం	Sjabloon:Noodrem
మూస:Image label small	Sjabloon:Afbeelding label klein
వర్గం:బ్రాసికేసి	Categorie:Brassicaceae
మూస:Iaaf name	Sjabloon:Link IAAF naam
మూస:User fr-3	Sjabloon:Gebruiker fr-3
మూస:ఐఎండీబీ పేరు	Sjabloon:Link IMDb naam
మూస:BMU	Sjabloon:BM
మూస:SCG	Sjabloon:CSXX
మూస:ABW	Sjabloon:AW
మూస:ATA	Sjabloon:AQ
మూస:JPN	Sjabloon:JP
మూస:SHN	Sjabloon:SH
మూస:PAN	Sjabloon:PA
మూస:SOM	Sjabloon:SO
మూస:VAT	Sjabloon:VA
మూస:SWZ	Sjabloon:SZ
మూస:Infobox Tennis player	Sjabloon:Infobox tennisspeler
మూస:Age in days	Sjabloon:Aantal dagen
మూస:Infobox park	Sjabloon:Infobox park
వర్గం:కాక్టేసి	Categorie:Cactaceae
వికీపీడియా:సార్వజనిక బొమ్మల వనరులు	Wikipedia:De kroeg/Archief 20050204
వర్గం:పరికరాలు	Categorie:Apparatuur
మూస:MUS	Sjabloon:MU
మూస:COL	Sjabloon:CO
మూస:CCK	Sjabloon:CC
మూస:NCL	Sjabloon:NC
మూస:GNB	Sjabloon:GW
మూస:ERI	Sjabloon:ER
మూస:MRT	Sjabloon:MR
మూస:GAB	Sjabloon:GA
మూస:MLI	Sjabloon:ML
మూస:JOR	Sjabloon:JO
మూస:IOT	Sjabloon:IO
మూస:TKL	Sjabloon:TK
మూస:SDN	Sjabloon:SD
మూస:NIU	Sjabloon:NU
మూస:NPL	Sjabloon:NP
మూస:PYF	Sjabloon:PF
మూస:NAM	Sjabloon:NA
మూస:MHL	Sjabloon:MH
మూస:COK	Sjabloon:CK
మూస:PRI	Sjabloon:PR
మూస:DOM	Sjabloon:DO
మూస:CAF	Sjabloon:CF
మూస:MKD	Sjabloon:MK
మూస:GNQ	Sjabloon:GQ
మూస:COM	Sjabloon:KM
మూస:ZMB	Sjabloon:ZM
మూస:ESH	Sjabloon:EH
మూస:LKA	Sjabloon:LK
మూస:VCT	Sjabloon:VC
మూస:MWI	Sjabloon:MW
మూస:UMI	Sjabloon:UM
మూస:TZA	Sjabloon:TZ
మూస:OMN	Sjabloon:OM
మూస:NER	Sjabloon:NE
మూస:COG	Sjabloon:CG
మూస:SMR	Sjabloon:SM
మూస:MTQ	Sjabloon:MQ
మూస:MOZ	Sjabloon:MZ
మూస:SUR	Sjabloon:SR
మూస:TTO	Sjabloon:TT
మూస:GUY	Sjabloon:GY
మూస:ETH	Sjabloon:ET
మూస:HKG	Sjabloon:HK
మూస:NGA	Sjabloon:NG
మూస:FSM	Sjabloon:FM
మూస:SRB	Sjabloon:RS
మూస:KIR	Sjabloon:KI
మూస:NIC	Sjabloon:NI
మూస:KNA	Sjabloon:KN
మూస:SPM	Sjabloon:PM
మూస:MNP	Sjabloon:MP
మూస:SLB	Sjabloon:SB
మూస:GRL	Sjabloon:GL
మూస:LBY	Sjabloon:LY
మూస:LSO	Sjabloon:LS
మూస:THA	Sjabloon:TH
మూస:BFA	Sjabloon:BF
మూస:TCD	Sjabloon:TD
మూస:PRY	Sjabloon:PY
మూస:ECU	Sjabloon:EC
మూస:BTN	Sjabloon:BT
మూస:MDV	Sjabloon:MV
మూస:SYC	Sjabloon:SC
మూస:TLS	Sjabloon:TL
మూస:LCA	Sjabloon:LC
మూస:SLE	Sjabloon:SL
మూస:VUT	Sjabloon:VU
మూస:SGP	Sjabloon:SG
మూస:MAC	Sjabloon:MO
మూస:VIR	Sjabloon:VI
మూస:వారం రోజులు	Sjabloon:Zijbalk weekdagen
పరమాణు సంఖ్య ప్రకారం మూలకాలు	Lijst van elementen
ఉపనిషత్తు	Upanishad
వర్గం:User ja-N	Categorie:Wikipedia:Gebruiker ja-M
మూస:Infobox Game	Sjabloon:Infobox spel
మూస:CHE	Sjabloon:CH
వర్గం:పోయేసి	Categorie:Poaceae
మూస:అయోమయ నివృత్తి	Sjabloon:Dp
వర్గం:1962	Categorie:1962
మూస:Holiday	Sjabloon:Vakantie
వర్గం:ఫోటోగ్రఫీ	Categorie:Fotografie
వర్గం:మొబైల్ ఫోన్లు	Categorie:Mobiele telefoon
వర్గం:2013 మరణాలు	Categorie:Lijsten van personen overleden in 2013
వర్గం:భారత క్రీడాకారులు	Categorie:Indiaas sporter
మూస:ATG	Sjabloon:AG
మూస:LAO	Sjabloon:LA
మూస:ANT	Sjabloon:ANHH
మూస:ARE	Sjabloon:AE
మూస:GRC	Sjabloon:GR
మూస:PRT	Sjabloon:PT
మూస:BGD	Sjabloon:BD
మూస:AIA	Sjabloon:AI
మూస:BRB	Sjabloon:BB
మూస:ZWE	Sjabloon:ZW
మూస:BLZ	Sjabloon:BZ
మూస:ASM	Sjabloon:AS
మూస:AUS	Sjabloon:AU
మూస:User no	Sjabloon:Gebruiker no
మూస:LVA	Sjabloon:LV
మూస:వ్యాసం	Sjabloon:Betoog
మూస:ROC	Sjabloon:XT
వర్గం:కలప చెట్లు	Categorie:Hout
మూస:AZE	Sjabloon:AZ
మూస:DZA	Sjabloon:DZ
మూస:CSK	Sjabloon:CSHH
వర్గం:అంటు వ్యాధులు	Categorie:Infectieziekte
మూస:ఇస్లామీయ సంస్కృతి	Sjabloon:Zijbalk islam
మూస:Infobox Philosopher	Sjabloon:Infobox filosoof
మూస:KHM	Sjabloon:KH
మూస:MNE	Sjabloon:ME
మూస:NLD	Sjabloon:NL
మూస:FLK	Sjabloon:FK
మూస:KWT	Sjabloon:KW
మూస:TUV	Sjabloon:TV
మూస:Hi icon	Sjabloon:Hi
మూస:VNM	Sjabloon:VN
మూస:LIE	Sjabloon:LI
మూస:NZL	Sjabloon:NZ
వర్గం:కంప్యూటర్ నెట్వర్కులు	Categorie:Computernetwerk
మూస:GLP	Sjabloon:GP
మూస:SGS	Sjabloon:GS
మూస:BIR	Sjabloon:MM
మూస:KOR	Sjabloon:KR
వర్గం:మధ్య ప్రదేశ్ జిల్లాలు	Categorie:District van Madhya Pradesh
వర్గం:పంజాబ్ జిల్లాలు	Categorie:District van Punjab
వర్గం:అమెరికా ఆర్థికవేత్తలు	Categorie:Amerikaans econoom
మూస:SVN	Sjabloon:SI
మూస:LBN	Sjabloon:LB
మూస:GUF	Sjabloon:GF
మూస:IMN	Sjabloon:IM
మూస:GGY	Sjabloon:GG
మూస:FRA	Sjabloon:FR
మూస:JEY	Sjabloon:JE
మూస:Infobox person	Sjabloon:Infobox persoon
వర్గం:1953	Categorie:1953
వర్గం:కేరళ	Categorie:Kerala
మూస:Coord	Sjabloon:Coördinaten
వర్గం:పుదుచ్చేరి	Categorie:Puducherry
వర్గం:కృత్రిమ ఉపగ్రహాలు	Categorie:Kunstmaan
వర్గం:User szl	Categorie:Wikipedia:Gebruiker szl
వర్గం:User eo	Categorie:Wikipedia:Gebruiker eo
వర్గం:User fr	Categorie:Wikipedia:Gebruiker fr
వర్గం:User ja	Categorie:Wikipedia:Gebruiker ja
వర్గం:User mr	Categorie:Wikipedia:Gebruiker mr
వర్గం:User sv	Categorie:Wikipedia:Gebruiker sv
వర్గం:User ta	Categorie:Wikipedia:Gebruiker ta
వర్గం:User hi-3	Categorie:Wikipedia:Gebruiker hi-3
వర్గం:User da-2	Categorie:Wikipedia:Gebruiker da-2
వర్గం:User fr-2	Categorie:Wikipedia:Gebruiker fr-2
వర్గం:User cs-N	Categorie:Wikipedia:Gebruiker cs-M
వర్గం:User fr-N	Categorie:Wikipedia:Gebruiker fr-M
వర్గం:User no-N	Categorie:Wikipedia:Gebruiker no-M
వర్గం:User ru-N	Categorie:Wikipedia:Gebruiker ru-M
వర్గం:ఆకాశహర్మ్యాలు	Categorie:Wolkenkrabber
వర్గం:2013 పుస్తకాలు	Categorie:Boek uit 2013
మూస:సమాచార పెట్టె విమానం	Sjabloon:Infobox vliegtuig
వర్గం:User cs	Categorie:Wikipedia:Gebruiker cs
వర్గం:చరిత్రకారులు	Categorie:Historicus
వర్గం:User da	Categorie:Wikipedia:Gebruiker da
వర్గం:User de	Categorie:Wikipedia:Gebruiker de
వర్గం:User de-2	Categorie:Wikipedia:Gebruiker de-2
వర్గం:User en-3	Categorie:Wikipedia:Gebruiker en-3
వర్గం:User en-N	Categorie:Wikipedia:Gebruiker en-M
వర్గం:User eo-1	Categorie:Wikipedia:Gebruiker eo-1
వర్గం:User eo-3	Categorie:Wikipedia:Gebruiker eo-3
వర్గం:User eo-N	Categorie:Wikipedia:Gebruiker eo-M
వర్గం:User es	Categorie:Wikipedia:Gebruiker es
వర్గం:User es-1	Categorie:Wikipedia:Gebruiker es-1
వర్గం:User es-2	Categorie:Wikipedia:Gebruiker es-2
వర్గం:User es-N	Categorie:Wikipedia:Gebruiker es-M
వర్గం:1680లు	Categorie:1680-1689
పోర్‌బందర్	Porbandar (stad)
ఆస్తి	Eigendom
వర్గం:1987 పుస్తకాలు	Categorie:Boek uit 1987
వర్గం:1971 పుస్తకాలు	Categorie:Boek uit 1971
వర్గం:1988 పుస్తకాలు	Categorie:Boek uit 1988
వర్గం:2002 పుస్తకాలు	Categorie:Boek uit 2002
వర్గం:1934 పుస్తకాలు	Categorie:Boek uit 1934
వర్గం:1961 పుస్తకాలు	Categorie:Boek uit 1961
వర్గం:2012 పుస్తకాలు	Categorie:Boek uit 2012
వర్గం:1992 పుస్తకాలు	Categorie:Boek uit 1992
వర్గం:2001 పుస్తకాలు	Categorie:Boek uit 2001
వర్గం:User pl-N	Categorie:Wikipedia:Gebruiker pl-M
వర్గం:1972 పుస్తకాలు	Categorie:Boek uit 1972
వర్గం:1947 పుస్తకాలు	Categorie:Boek uit 1947
వర్గం:2004 పుస్తకాలు	Categorie:Boek uit 2004
వర్గం:జ్యామితి	Categorie:Meetkunde
వర్గం:1977 తెలుగు సినిమాలు	Categorie:Film uit 1977
వర్గం:1942 తెలుగు సినిమాలు	Categorie:Film uit 1942
మూస:Infobox Disease	Sjabloon:Infobox aandoening
వర్గం:కళాకారులు	Categorie:Kunstenaar
వర్గం:User ja-1	Categorie:Wikipedia:Gebruiker ja-1
వర్గం:మాల్వేసి	Categorie:Malvaceae
వర్గం:User kn	Categorie:Wikipedia:Gebruiker kn
వర్గం:User kn-1	Categorie:Wikipedia:Gebruiker kn-1
వర్గం:అ.సం.రా. రాష్ట్రాలు	Categorie:Staat van de Verenigde Staten
వర్గం:2013 సినిమాలు	Categorie:Film uit 2013
వర్గం:నోకియా మొబైల్ ఫోన్స్	Categorie:Mobiele telefoon van Nokia
మూస:Infobox Currency	Sjabloon:Infobox munteenheid
వర్గం:1510లు	Categorie:1510-1519
వర్గం:అంతరిక్ష వాహనాలు	Categorie:Ruimtevaartuig
వర్గం:1952 తెలుగు సినిమాలు	Categorie:Film uit 1952
వర్గం:అడవులు	Categorie:Bosbouw
వర్గం:బ్యాంకింగ్	Categorie:Bankwezen
వర్గం:1964 పుస్తకాలు	Categorie:Boek uit 1964
వర్గం:1955 పుస్తకాలు	Categorie:Boek uit 1955
వర్గం:1942 పుస్తకాలు	Categorie:Boek uit 1942
మూస:సమాచారం	Sjabloon:Information
మూస:BRA	Sjabloon:BR
వర్గం:నవంబర్	Categorie:November
వర్గం:1952 పుస్తకాలు	Categorie:Boek uit 1952
వర్గం:1954 పుస్తకాలు	Categorie:Boek uit 1954
వర్గం:1718	Categorie:1718
పేను	Dierluizen
మూస:User sv-1	Sjabloon:Gebruiker sv-1
వర్గం:1970లు	Categorie:1970-1979
వర్గం:1890లు	Categorie:1890-1899
వర్గం:చలికాలం	Categorie:Winter
వర్గం:దుంపలు	Categorie:Wortelgroente
లంక	Lanka
వర్గం:మార్చి	Categorie:Maart
వర్గం:సెప్టెంబర్	Categorie:September
మూస:TUN	Sjabloon:TN
వర్గం:అక్టోబర్	Categorie:Oktober
వర్గం:User mr-1	Categorie:Wikipedia:Gebruiker mr-1
వర్గం:లాటిన్ అక్షరమాల	Categorie:Latijns alfabet
వర్గం:సముద్రాలు	Categorie:Zee
వర్గం:డిసెంబర్	Categorie:December
వర్గం:ఆగష్టు	Categorie:Augustus
వర్గం:మే	Categorie:Mei
వర్గం:క్రికెట్	Categorie:Cricket
వర్గం:ఫాబేసి	Categorie:Leguminosae
రే చేప	Roggen
వర్గం:కొలతలు	Categorie:Meettechniek
పదజాలం	Woordenschat
వర్గం:సొలనేసి	Categorie:Solanaceae
వర్గం:ఇంగ్లాండు	Categorie:Engeland
ఎర్తింగ్	Aarde (elektriciteit)
అవధానం (మానసిక ప్రవృత్తి)	Aandacht
మూస:Floor	Sjabloon:Floor
వర్గం:ఏప్రిల్	Categorie:April
వర్గం:రూటేసి	Categorie:Rutaceae
వర్గం:కంప్యూటరు శాస్త్రం	Categorie:Informatica
మూస:LUX	Sjabloon:LU
వర్గం:సౌరమండలము	Categorie:Zonnestelsel
వర్గం:అంతర్జాతీయ సంస్థలు	Categorie:Internationale organisatie
వర్గం:ఆర్థ్రోపోడా	Categorie:Geleedpotige
వర్గం:నీరు	Categorie:Water
నడవడం	Lopen
వర్గం:నక్షత్రశాలలు	Categorie:Planetarium
వర్గం:1910 పుస్తకాలు	Categorie:Boek uit 1910
రాజసులోచన	Rajasulochana
వర్గం:1900 పుస్తకాలు	Categorie:Boek uit 1900
వర్గం:1980 పుస్తకాలు	Categorie:Boek uit 1980
వర్గం:1920 పుస్తకాలు	Categorie:Boek uit 1920
వర్గం:1969 పుస్తకాలు	Categorie:Boek uit 1969
వర్గం:1919 పుస్తకాలు	Categorie:Boek uit 1919
వర్గం:1979 పుస్తకాలు	Categorie:Boek uit 1979
వర్గం:1990 పుస్తకాలు	Categorie:Boek uit 1990
వర్గం:పామే	Categorie:Palmenfamilie
వర్గం:1960 పుస్తకాలు	Categorie:Boek uit 1960
వర్గం:జంతు శాస్త్రము	Categorie:Zoölogie
వర్గం:1974 పుస్తకాలు	Categorie:Boek uit 1974
వర్గం:1962 పుస్తకాలు	Categorie:Boek uit 1962
