આફ્રિકા	Afrika
ઝરેર (વનસ્પતિ)	Citroengele honingklaver
ક્રમચય	Permutatie
કર્ક રાશી	Kreeft (astrologie)
અલ્પ વિરામ	Komma
શિવલીંગી (વનસ્પતિ)	Kanonskogelboom
ઇથોપિયાનો રાષ્ટ્રધ્વજ	Vlag van Ethiopië
કુંભ રાશી	Waterman (astrologie)
સ્વચ્છતા	Hygiëne
સ્ટેથોસ્કોપ	Stethoscoop
અલ્હાબાદ	Allahabad (stad)
ધિરાણનું જોખમ	Kredietrisico
કમ્બોડીયાનો રાષ્ટ્રધ્વજ	Vlag van Cambodja
ક્યુબાનો રાષ્ટ્રધ્વજ	Vlag van Cuba
સોનિયા ગાંધી	Sonia Gandhi
કોંગોનું ગણતંત્રનો રાષ્ટ્રધ્વજ	Vlag van Congo-Brazzaville
થ્રિસુર	Thrissur (stad)
વોલ્વો	AB Volvo
સિલિકૉન વૅલી	Silicon Valley
અમીરાત સ્ટેડિયમ	Emirates Stadium
વૃષભ રાશી	Stier (astrologie)
મકર રાશી	Steenbok (astrologie)
કોંગોનું લોકતંત્રીય ગણતંત્રનો રાષ્ટ્રધ્વજ	Vlag van Congo-Kinshasa
કરી (મસાલેદાર રસાવાળી વાની)	Curry (gerecht)
મરચું	Chilipeper
પીરોજ	Turkoois (mineraal)
ચિત્રદુર્ગ જિલ્લો	Chitradurga (district)
કોળું	Pompoen
કાર્બ્યુરેટર	Carburateur
ગિનિનો રાષ્ટ્રધ્વજ	Vlag van Guinee
ઈક્વેડોરનો રાષ્ટ્રધ્વજ	Vlag van Ecuador
એડોબ ફ્લેશ	Adobe Flash
મધ્ય આફ્રીકી ગણતંત્રનો રાષ્ટ્રધ્વજ	Vlag van de Centraal-Afrikaanse Republiek
ચૅડનો રાષ્ટ્રધ્વજ	Vlag van Tsjaad
પોલેંડ રાષ્ટ્રીય ફૂટબોલ ટીમ	Pools voetbalelftal
સાત ઘોર પાપ (ખ્રિસ્તી ધર્મ)	Hoofdzonde
ઉદ્‌ગારચિહ્ન	Uitroepteken
રામલીલા	Ramlila
મધ્યમા	Middelvinger
ગ્રીનહાઉસ વાયુ	Broeikasgas
તિરુવનંતપુરમ્	Trivandrum (stad)
ભૂસ્ખલન	Aardverschuiving
બાષ્પોત્સર્જન	Transpiratie (biologie)
તાઈ ચી ચુઆન	Tai chi
માયોપીઆ	Bijziendheid
કોમોરોસનો રાષ્ટ્રધ્વજ	Vlag van de Comoren
જામીનગીરીઓ	Effecten
વનનાબૂદી	Ontbossing
કેટ હડસન	Kate Hudson
દાર્જિલિંગ	Darjeeling (stad)
શ્રીનગર	Srinagar (Jammu en Kasjmir)
યાટ	Jacht (scheepstype)
કોસ્ટારિકાનો રાષ્ટ્રધ્વજ	Vlag van Costa Rica
તાલ	Ritme
ફિલિપ્સ	Koninklijke Philips
વિશ્વ આર્થિક મંચ	World Economic Forum
સ્ક્રેબલ	Scrabble
અગરતલા	Agartala
લીમડો	Azadirachta indica
પાર્વતી	Parvati
ફેંગ શુઇ	Feng Shui
ઈક્વેટોરીયલ ગીનીનો રાષ્ટ્રધ્વજ	Vlag van Equatoriaal-Guinea
એરિટ્રિયાનો રાષ્ટ્રધ્વજ	Vlag van Eritrea
લસિકા ગાંઠ	Lymfeklier
ગયાનાનો રાષ્ટ્રધ્વજ	Vlag van Guyana
બાણભટ્ટ	Banabhatta
સ્ટેમ્ફોર્ડ બ્રિજ (સ્ટેડિયમ)	Stamford Bridge (stadion)
દાનીયેલ	Daniël (Hebreeuwse Bijbel)
ભુવનેશ્વર	Bhubaneswar
બ્લેકબેરી	BlackBerry (smartphone)
આગ્રાનો કિલ્લો	Fort van Agra
સિંહાકૃતિ	Embleem van India
ફ્રેન્ચાઇઝીંગ	Franchise (ondernemen)
પૂર્ણ વિરામ	Punt (teken)
કપૂરથલા જિલ્લો	Kapurthala (district)
ફિરોઝપુર જિલ્લો	Firozpur (district)
માનસા જિલ્લો	Mansa (district)
પટિયાલા જિલ્લો	Patiala (district)
લુધિયાણા જિલ્લો	Ludhiana (district)
ફતેહગઢ સાહિબ જિલ્લો	Fatehgarh Sahib (district)
ભટિન્ડા જિલ્લો	Bathinda (district)
ફરીદકોટ જિલ્લો	Faridkot (district)
વળગાડ મુક્તિ	Exorcisme
સાડી	Sari (traditioneel kostuum)
કૃષિવિજ્ઞાન	Landbouwkunde
ઘોરખોદિયું	Honingdas
સિસ્કો	Cisco Systems
મિસ વર્લ્ડ	Miss World
માર્વલ કૉમિક્સ	Marvel Comics
સુવર્ણ માનક	Gouden standaard (economie)
ખાદ્ય પદાર્થની સાચવણી	Conserveren (voedsel)
અલ સાલ્વાડોરનો રાષ્ટ્રધ્વજ	Vlag van El Salvador
યરૂશાલેમના હિબ્રુ યુનિવર્સિટી	Hebreeuwse Universiteit van Jeruzalem
સિવિલ એવિએશન રાષ્ટ્રીય શાળા	École Nationale de l'Aviation Civile
રાંચી	Ranchi (stad)
કૌંસ	Haakje
એગોરાફોબિયા	Agorafobie
વિલા પાર્ક	Villa Park (stadion)
હિન્દુ-અરેબીક અંકો	Arabisch-Indische cijfers
ઊંઘને લગતી બીમારી (સ્લીપ ડિસઓર્ડર)	Slaapstoornis
મંગળના ચંદ્રો	Manen van Mars
સરસ્વતી નદી	Sarasvati (rivier)
મહાવિરામ	Dubbelepunt
પાતાળ કૂવા	Artesische bron
ફુલરિન (Fullerene)	Fullereen
ગ્વાટેમાલાનો રાષ્ટ્રધ્વજ	Vlag van Guatemala
નિંદામણનાશક	Herbicide
તર્ક	Rede
સોનેરી પીઠવાળું લક્કડખોદ	Kleine goudrugspecht
કબજિયાત	Constipatie
અહિંસા	Ahimsa
ગૂચી	Gucci
મનુ	Manu (mythologie)
કાંડા ઘડિયાળ	Horloge
ખજુરાહો	Khajuraho
ઍલ્કેમિસ્ટ	De Alchemist
ફતેહપૂર સિક્રી	Fatehpur Sikri
ડોમિનિકાનો રાષ્ટ્રધ્વજ	Vlag van Dominica
ખાવાનો સોડા	Natriumwaterstofcarbonaat
શિયાળુ મોટી ડુબકી	Roodhalsfuut
અવકાશ સંશોધન	Ruimteonderzoek
રૂપેરી પેણ	Grijze pelikaan
વાદળ ફાટવું	Wolkbreuk
સુવર્ણ મંદિર, અમૃતસર	Harmandir Sahib
યુઇએફએ યૂરો ૨૦૧૨ નામાંકન	Europees kampioenschap voetbal 2012 (kwalificatie)
આયર્ન મૅન	Iron Man (Marvel)
એના નિકોલ સ્મિથ	Anna Nicole Smith
ચક્ર	Chakra
મેલાટોનિન	Melatonine
એપોલો ૧૭	Apollo 17
તમાકુ	Gewone tabaksplant
સાંચીનો સ્તુપ	Sanchi
કપૂર	Kamfer
રાણી લક્ષ્મીબાઈ	Rani Lakshmibai
મેટ્રોપોલિટન એરિયા નેટવર્ક	Metropolitan area network
ફીજીનો રાષ્ટ્રધ્વજ	Vlag van Fiji
રેકી	Reiki
રામકૃષ્ણ પરમહંસ	Ramakrishna
પાણીનું પ્રદૂષણ	Watervervuiling
ઓઝોન અવક્ષય	Gat in de ozonlaag
એનટીએફએસ	New Technology File System
વિગતવાર વિજ્ઞાન પોલીટેકનિક ઇન્સ્ટિટ્યુટ	Institut polytechnique des sciences avancées
મોહરમ	Asjoera
મોક્ષ	Moksha
કો-ઍક્સિયલ કેબલ	Coaxkabel
હલવો	Halva
મેમરી કાર્ડ	Geheugenkaart
વિશ્વ જળ દિન	Wereldwaterdag
ૐ	Om (mantra)
લાલી (લિપસ્ટીક)	Lippenstift
સૌથી તેજસ્વી તારાઓ	Lijst van helderste sterren
ડોમિનિકન ગણતંત્રનો રાષ્ટ્રધ્વજ	Vlag van de Dominicaanse Republiek
પેજ રેન્ક	PageRank
ગૉડફ્રે હારૉલ્ડ હાર્ડિ	Godfrey Harold Hardy
અજંતાની ગુફાઓ	Ajanta
રૂઢિપ્રયોગ	Idioom
તર્જની	Wijsvinger
સિકલસેલ એનીમિયા રોગ	Sikkelcelanemie
પ્રારંભિક જાહેર ભરણું (આઈપીઓ)	Primaire emissie
શિયાળુ નાની ડુબકી	Geoorde fuut
શ્રેણી:મેના-કાબર કુટુંબ	Spreeuwen (vogels)
ટર્બોચાર્જર	Turbolader
કાંડુ (શરીર)	Pols (anatomie)
અર્જુન	Arjoena
વૈશ્ય	Vaishya
ફિઝિયોથેરાપી	Fysiotherapie
અયોધ્યા	Ayodhya
ગંગટોક	Gangtok
ધર્મશાલા	Dharamsala
મેડમ તુસાદ સંગ્રહાલય	Madame Tussauds
વ્હાઈટ હાર્ટ લેન	White Hart Lane
અણુ અપ્રસાર સંધિ	Non-proliferatieverdrag
દાહોદ જિલ્લો	Dahod (district)
વિકીમેપિયા	WikiMapia
કુતુબ મિનાર	Qutb Minar
વિગ્રહરેખા	Liggend streepje (leesteken)
મોનોરેલ	Monorail
પોલિએસ્ટર	Polyester
કુદરતી સંપત્તિ	Natuurlijke hulpbron
હનુમાન	Hanoeman
ઝરખ	Gestreepte hyena
પ્રીટિ ઝિન્ટા	Preity Zinta
સહી (હસ્તાક્ષર)	Handtekening
ખેતર	Akker (landbouw)
મત્સ્યઉછેર	Aquacultuur
ઇલોરાની ગુફાઓ	Ellora
હુમાયુનો મકબરો	Humayuns tombe
અષ્ટાધ્યાયી	Pāṇini
મતદાન	Stemming (meningsuiting)
મલ્ટિમીટર	Multimeter
ઇસ્કોન	Hare Krishna-beweging
શરીર વૃદ્ધી અંતઃસ્ત્રાવ	Groeihormoon
શક સંવત	Hindoekalender
વેબ ડિઝાઈન	Webdesign
વિલવણીકરણ	Ontziltingsinstallatie
સક્રિય કાર્બન	Actieve kool
ચણોઠી	Paternosterboontje
સીતા	Sita (godin)
લક્ષ્મી મિત્તલ	Lakshmi Mittal
ગોદાવરી	Godavari
લૂઈસ વીટન	Louis Vuitton (merk)
લૌહ અયસ્ક	IJzererts
કરકરો	Jufferkraanvogel
સેન્ટ જેમ્સ પાર્ક	St. James' Park
નાણાકીય વર્ષ	Boekjaar
ભારતીય વાનગીઓ	Indiase keuken
અનામિકા	Ringvinger
વ્યાપાર ચક્ર	Conjunctuur
ઐઝવાલ	Aizawl (stad)
બાળ કામદાર	Kinderarbeid
વ્યવસાય	Arbeid (economie)
રાજગીધ	Koningsgier
કાઝીરંગા રાષ્ટ્રીય ઉદ્યાન	Kaziranga
હાર્લી-ડેવિડસન	Harley-Davidson
રસીકરણ	Inenting
ઋતુ-પ્રવાસ	Migratie (dieren)
ગોલ્ડમૅન સૅશ	Goldman Sachs
ક્રોપ સર્કલ	Graancirkel
કૃષ્ણા નદી	Krishna (rivier)
ખંજરી (વાદ્ય)	Tamboerijn
બંજી જમ્પિંગ	Bungeejumpen
સક્રિય કલા વીજસ્થિતિમાન	Actiepotentiaal
રુપનગર જિલ્લો	Rupnagar (district)
રાજેન્દ્ર પ્રસાદ	Rajendra Prasad
લીલો દરીયાઈ કાચબો	Soepschildpad
દેહરાદૂન	Dehradun (stad)
ગુવાહાટી	Guwahati
લેસર પ્રિન્ટર	Laserprinter
વિશાખાપટનમ	Visakhapatnam (stad)
વિજયવાડા	Vijayawada
જોધપુર	Jodhpur (Rajasthan)
અજમેર	Ajmer (stad)
ઉજ્જૈન	Ujjain (stad)
લુધિયાણા	Ludhiana (stad)
નાસિક	Nashik (stad)
મેરઠ	Meerut (stad)
પારસી	Parsi
મથુરા	Mathura (stad)
ઉદયપુર	Udaipur (Rajasthan)
ફરીદાબાદ	Faridabad (stad)
લડાખ	Ladakh
ઔરંગાબાદ	Aurangabad (stad in Maharashtra)
જબલપુર	Jabalpur (stad)
પ્રાઇડ પાર્ક સ્ટેડિયમ	Pride Park Stadium
ઓરછા (મધ્ય પ્રદેશ)	Orchha
રામસેતુ	Adamsbrug
વાર્ટા નદી (યુરોપ)	Warta (rivier)
અલીગઢ	Aligarh (stad)
પર્સનલ એરિયા નેટવર્ક	Personal area network
અમૃતસર જિલ્લો	Amritsar (district)
હૃદયસ્તંભતા	Hartstilstand
જેક સ્પૅરો	Jack Sparrow
વાટાઘાટ	Onderhandeling
બ્રાયન લારા	Brian Lara
બ્રહ્મગુપ્ત	Brahmagupta
ગુરુ ગ્રંથ સાહેબ	Goeroe Granth Sahib
વામકુક્ષિ	Siësta
કાળી ચા	Zwarte thee
પોર્ટ બ્લૅર	Port Blair
ખાદ્ય અને ઔષધ વહીવટીતંત્ર	Food and Drug Administration
વિટામિન બી૬	Vitamine B6
હાવડા	Haora (stad)
સિરોહી જિલ્લો	Sirohi (district)
જેટ વિમાન	Straalvliegtuig
ગાઝિયાબાદ	Ghaziabad (stad)
રીવર રાફ્ટિંગ	Raften
કટક	Cuttack (stad)
જગન્નાથપુરી	Puri (stad)
યુરોપ દિન	Europadag
અમીર ખુશરો	Amir Khusrow
મહાબલીપુરમ	Mahabalipuram
સૂડો	Halsbandparkiet
ઇમ્ફાલ	Imphal
૧૯૬૨નું ભારત-ચીન યુદ્ધ	Sino-Indiase oorlog
ડેલ્ટા ફોર્સ	Delta Force (eenheid)
વિશ્વની અજાયબીઓ	Wereldwonderen
કોલ્હાપૂર	Kolhapur (stad)
વાઇકિંગ ૧	Viking 1
ચેરાપુંજી	Cherrapunji
ઘાસચારો	Voer (voeding)
સુગરી	Wevers en verwanten
છાણીયું ખાતર	Compost
કાંચીપુરમ	Kanchipuram (stad)
અકોલા	Akola (stad)
બરેલી	Bareilly (stad)
વારંગલ	Warangal (stad)
તબલા	Tabla
ભારતનું સર્વોચ્ચ ન્યાયાલય	Hooggerechtshof van India
શ્રીલંકાનો આંતરવિગ્રહ	Sri Lankaanse Burgeroorlog
નિસર્ગોપચાર	Natuurgeneeswijze
હાથીના પગ તળે દેહાંતદંડ	Executie door olifant
બોયઝોન	Boyzone
ગાંધાર	Gandhara
લોંકડી	Bengaalse vos
યાયાવર પક્ષીઓ	Vogeltrek
રાગ	Raga
જાહેરાત એજન્સી	Reclamebureau
ઘઉંનાં ધનેડાં	Graanklander
એમપી	MP
બહુસમુદાયીત્વ	Polyfyletisch
ગુર્જીય્ફ	George Gurdjieff
સાબુદાણા	Sago
વુઝૂ	Woedoe
સિટીગ્રુપ	Citigroup
જેસ્સી ઐસેનબર્ગ	Jesse Eisenberg
દલિત	Dalit
ઓપન શોર્ટેસ્ટ પાથ ફર્સ્ટ	Open Shortest Path First
ગૂગલ ઍનલિટિક્સ	Google Analytics
ગટરવ્યવસ્થા	Rioolwaterzuiveringsinstallatie
બપૈયો	Indische sperwerkoekoek
કન્યાકુમારી	Kanyakumari (plaats)
કાચબો	Schildpadden
અહમદનગર	Ahmednagar (stad)
કુબેર	Kubera
માયા	Maya (begrip)
ઓલ ઈન્ડિયા મુસ્લિમ લીગ	Moslimliga
મહર્ષિ દયાનંદ	Dayananda Saraswati
વર્તુળની ત્રિજ્યા	Radius
અળવી (વનસ્પતિ)	Taro
કનીષ્ઠિકા	Pink (vinger)
તાળું	Slot (sluiting)
યુરોપના દેશોની યાદી	Lijst van Europese landen
મદુરાઇ	Madurai (stad)
કળિયુગ	Kali Yuga
કેથોલિક યુનિવર્સિટી ઓફ સેકર્ડ હર્ટ	Università Cattolica del Sacro Cuore
રાષ્ટ્રીય પંચાંગ	Indiase kalender
ઇસરો	Indian Space Research Organisation
સિતાર	Sitar
લોક સભા	Lok Sabha
લેહ	Leh
ઉજળી પટ્ટાઇ	Steppekiekendief
અણ્ણા હઝારે	Anna Hazare
ઓરકુટ	Orkut
માધુરી દીક્ષિત	Madhuri Dixit
જાંબુ (વૃક્ષ)	Jambolan
સમાંતર કમ્પ્યુટિંગ	Parallelle computer
અટલ બિહારી વાજપેયી	Atal Bihari Vajpayee
ઋત્વિક રોશન	Hrithik Roshan
ભારતીય અર્થતંત્ર	Economie van India
માન સરોવર	Manasarovar
જામા મસ્જિદ, દિલ્હી	Vrijdagmoskee van Delhi
અક્ષય કુમાર	Akshay Kumar
ક્વિંગઝાંગ રેલ્વે	Peking-Lhasa-spoorlijn
નર્મદા નદી	Narmada (rivier)
કોહિમા	Kohima (stad)
બીલી	Slijmappel
ભારતીય સામ્યવાદી પક્ષ (માર્ક્સવાદી)	Communistische Partij van India (Marxistisch)
નમાજ઼	Salat (islam)
એ.સી. ભક્તિવેદાંત સ્વામી પ્રભુપાદ	A.C. Bhaktivedanta Swami Praphupada
સોનોગ્રાફી પરીક્ષણ	Echografie
હજ	Hadj
રાવણ	Ravana
પરંપરાગત સંગીત	Volksmuziek
કેવલાદેવ રાષ્ટ્રીય ઉદ્યાન	Nationaal Park Keoladeo
છત્રપતિ શિવાજી ટર્મિનસ	Chhatrapati Shivaji Terminus
સુરેન્દ્રનગર જિલ્લો	Surendranagar (district)
નરસિંહ	Narasimha
સોલાપૂર	Solapur (stad)
દાંડી સત્યાગ્રહ	Zoutmars
શિવાજી	Shivaji
મધ્યમ વર્ગ	Middenklasse
મરીચિ	Marichi
સહરાનપુર	Saharanpur (stad)
બોરડી	Jujube
ઝાંસી	Jhansi (stad)
મખમલ	Fluweel
ધનબાદ	Dhanbad (stad)
એશિયન રમતોત્સવ ૨૦૧૦	Aziatische Spelen 2010
ગોરખપુર	Gorakhpur (stad)
લાલ બહાદુર શાસ્ત્રી	Lal Bahadur Shastri
રાજ્ય સભા	Rajya Sabha
મીઠો લીમડો	Kerrieboom
ઇવૂડ્ પાર્ક	Ewood Park
ઈંડિયા ગેટ	India Gate
બ્રાઉનિંગ હાઇ-પાવર	Browning Hi-Power
પરેજીયુક્ત આહાર	Lightproduct
હેલોવીન	Halloween
ફિફા	FIFA
પેટન્ટ	Octrooi
બાંદ્રા	Bandra
અમરેલી જિલ્લો	Amreli (district)
જુવાર	Gierst
ક્ષેત્રફળ પ્રમાણે વિશ્વના દેશોની યાદી	Lijst van landen naar oppervlakte
સાંઇબાબા	Shirdi Sai Baba
સન્ની લિઓન	Sunny Leone
કોયલ કુટુંબ	Eudynamys
માયાવતી	Mayawati
કસ્તુરબા	Kasturba Gandhi
ઈન્દ્રા નૂયી	Indra Nooyi
દૈયડ	Dayallijster
જીન્દ જિલ્લો	Jind (district)
દોડવીર મિલખા સિંઘ	Milkha Singh
આશ્રમશાળા	Kostschool
અમરાવતી	Amravati (stad)
અમેરિકન ગૅંગ્સ્ટર	American Gangster
વર્ચ્યુઅલાઈઝેશન	Virtualisatie
મહા નદી	Mahanadi
દિલ્હી મેટ્રો રેલ	Metro van Delhi
વિંધ્યાચલ	Vindhyagebergte
દિસપુર	Dispur
હરદ્વાર	Haridwar (stad)
લેંગકાવી	Langkawi
ઋજુ ઉદર સ્નાયુ	Musculus rectus abdominis
સાગુઆરો (થોર)	Saguaro (cactus)
સીતાફળ	Zoetzak
માહે	Mahé (India)
વંદે માતરમ્	Vande Mataram
શ્વેતાંબર	Shvetambar
ગઝલ	Gazal
શિમોગા	Shimoga (stad)
સફેદ પીઠ ગીધ	Witruggier
સર્પગ્રીવા	Indische slangenhalsvogel
ખેરખટ્ટો	Rosse boomekster
ઓલિવ રિડલી દરીયાઈ કાચબો	Warana
એબીએન એમ્રો	ABN AMRO Group N.V.
ચંપાવત જિલ્લો	Champawat (district)
ટિલોર	Kraagtrap
એકે ૧૦૧	AK-101
માડીકેરી	Madikeri
ઇડ્ડક્કિ જિલ્લો	Idukki (district)
એરન સ્વાર્ટઝ	Aaron Swartz
બૌઢ	Boudh (stad)
હોશિયારપુર જિલ્લો	Hoshiarpur (district)
મિડાસ	Midas (mythologie)
કાટવર્ણી ટપકાંવાળી બિલાડી	Roestkat
હિમાલયન પાઈકા	Himalayafluithaas
રોહુ માછલી	Rohu
બુમલા માછલી	Harpadon nehereus
નથુરામ ગોડસે	Nathuram Godse
મહેશ ભૂપતિ	Mahesh Bhupathi
ગુરુ ગોવિંદસિંહ	Goeroe Gobind Singh
તુલસીદાસ	Tulsidas
ભારતના રાષ્ટ્રપતિ	President van India
ડોનાલ્ડ બ્રેડમેન	Donald Bradman
સેલ્વાસ	Silvassa
સલામત મૈથુન	Veilig vrijen
ઇન્વેસ્ટમેન્ટ બેન્કિંગ	Investeringsbank
બુકર ટી.વોશિંગ્ટન	Booker T. Washington
કાબરો કલકલીયો	Bonte ijsvogel
પેરુ (ફળ)	Psidium
બદામી વાઘોમડા	Bruine gent
અરીઠાં	Zeepnotenboom
કોલ્લમ	Kollam (stad)
ભારત રત્ન	Bharat Ratna
ઘી	Ghee
સારનાથ	Sarnath
સ્વાટ	SWAT
બોસ કોર્પોરેશન	Bose Corporation
ભારતીય સિનેમા	Film in India
બાંયધરી (વોરંટી)	Garantie
ઓમ શાંતિ ઓમ	Om Shanti Om
કોટા	Kota (Rajasthan)
મુરાદાબાદ	Moradabad (stad)
ભીમ બેટકાની ગુફાઓ	Rotsschuilplaatsen van Bhimbetka
સામાન્ય તપાસની કક્ષાની બહારનું	Paranormaal
શંકર દયાલ શર્મા	Shankar Dayal Sharma
અમરીશ લાલ પુરી	Amrish Puri
રતન તાતા	Ratan Tata
ભરતનાટ્યમ	Bharata natyam
અબુલ ફઝલ	Abu 'l-Fazl ibn-Mubarak
પેપ્સીકો	PepsiCo
રાહુલ બોસ	Rahul Bose
ગીર રાષ્ટ્રીય ઉદ્યાન અને અભયારણ્ય	Gir Forest National Park
રજપુત	Rajputs
દિવેલ	Wonderolie
ગુરુદ્વારા	Gurdwara
ઉત્તર ૨૪ પરગણા જિલ્લો	Uttar 24 Parganas
આદિવાસી	Adivasi
સયૌં થુંગા ફુલકા	Sayaun Thunga Phool Ka
ક્રેડિટ સૂઈસ	Credit Suisse
કૃત્રિમ પેસમેકર	Pacemaker
રાયપુર (છત્તીસગઢ)	Raipur (stad)
શંકરાચાર્ય	Shankaracharya
ચિત્તાગોંગ	Chittagong (stad)
રૅનબૅક્સી લેબોરેટરીઝ લિમિટેડ	Ranbaxy
થાઇલેન્ડનો ઇતિહાસ	Geschiedenis van Thailand
ક્રિયાવિશેષણ	Bijwoord
ઊર્જા બચત	Energiebesparing
વિડિયો કેસેટ રેકોર્ડર (વીસીઆર)	Videoband
કાર્તિકેય	Murugan
મોલિનીઊ સ્ટેડિયમ	Molineux Stadium
સોજી	Griesmeel
વસ્તીવધારો	Bevolkingsgroei
પાટલીપુત્ર	Patliputra
અગસ્ત્ય	Agastya
માથ્થીની લખેલી સુવાર્તા	Evangelie volgens Matteüs
અગ્નિ	Agni
મરાઠી	Marathi
માગશર	Maargashiirsha
અમદાવાદ જિલ્લો	Ahmedabad (district)
અહમદનગર જિલ્લો	Ahmednagar (district)
કારગિલ યુદ્ધ	Kargil-oorlog
એર ઈન્ડિયા ફ્લાઇટ ૧૮૨	Air India-vlucht 182
એર ઇન્ડિયા એક્સપ્રેસ	Air India Express
સદી	Century
ઇલેક્ટ્રોપ્લેટિંગ (વિદ્યુતવિઘટન દ્વારા ઢોળ ચઢાવવાની પ્રક્રિયા)	Galvaniseren
અજમેર જિલ્લો	Ajmer (district)
અજમો	Ajowan
કારેલું	Sopropo
જન્માષ્ટમી	Janmashtami
લોપકચિહ્ન	Apostrof (leesteken)
અલવાર જિલ્લો	Alwar (district)
આંબેડકર નગર જિલ્લો	Ambedkar Nagar
આમેરનો કિલ્લો	Fort Ajmer
ઝિટ્ટારા	TAR-21
ફેડએક્સ	FedEx
હસ્તિનાપુર	Hastinapur
સોલન	Solan (stad)
દમણ	Daman (stad)
મહાબળેશ્વર	Mahabaleshwar
માથેરાન	Matheran
દાર્જીલીંગ હિમાલયન રેલ્વે	Darjeelingspoorweg
પૂર્વ ઘાટ	Oost-Ghats
ગુરુ હરકિશન	Goeroe Har Krisjan
કેન્દ્રશાસિત પ્રદેશ	Unieterritorium
વેરાઇઝન કમ્યુનિકેશન્સ	Verizon Communications
ચેસ્ટર કાર્લસન	Chester Carlson
હેરી બ્રેર્લી	Harry Brearley
રામફળ	Custardappel
બળદ	Os (rund)
કારતક	Kaartika
કલ્કિ	Kalkin (hindoeïsme)
નવરોઝ	Noroez
શૈલી	Genre
એશિયાઈ રમતોત્સવ	Aziatische Spelen
એલન શીયરર	Alan Shearer
અનુકૂલન	Adaptatie (biologie)
એલિસ ઇન ચેઇન્સ	Alice in Chains
ગુરુ	Goeroe (wijze)
એન્ડ્રુ કાર્નેગી	Andrew Carnegie
મગ	Mungboon
ઇ-કોમર્સ	Electronic commerce
ઔરંગઝેબ	Aurangzeb
રાની મુખર્જી	Rani Mukerji
આણંદ જિલ્લો	Anand (district)
હુમાયુ	Humayun
દુનિયાની પ્રાચીન સાત અજાયબીઓ	Zeven wereldwonderen van de antieke wereld
ગંગાનગર	Ganganagar (stad)
આંતલિયા	Aantaliya
અબ્રામા (જલાલપોર)	Abrama
સમોસા	Samosa
મઊ	Mau (stad in Uttar Pradesh)
ડી. ડબલ્યુ. સ્ટેડિયમ	DW Stadium
કાલિમપોંગ	Kalimpong
બ્રિટાનિયા સ્ટેડિયમ	Britannia Stadium
ઋષિકેશ	Rishikesh
વર્ણકોષાશય	Chromatofoor
રાયડો	Sareptamosterd
માનસ રાષ્ટ્રીય ઉદ્યાન	Nationaal park Manas
ઇલેક્ટ્રોમાયોગ્રાફી	Elektromyografie
દેશી કાગડો	Huiskraai
જંતર મંતર	Jantar Mantar (Jaipur)
કવ્વાલી	Qawwali
બકરી ઈદ	Offerfeest
અકોલા જિલ્લો	Akola (district)
ગડગ	Gadag-Betigeri
સિરસા જિલ્લો	Sirsa (district)
આઝમગઢ	Azamgarh (stad)
રીવા જિલ્લો	Rewa (district)
ગુલાબી પેણ	Kleine pelikaan
રોનાલ્ડો	Ronaldo Luis Nazário de Lima
બાવળ	Arabische gom
મહી નદી	Mahi (rivier)
રાજૌરી જિલ્લો	Rajouri (district)
ઉધઈ	Termieten
હુગલી જિલ્લો	Hooghly (district)
નાશ પામેલા કપોત	Dodo's
એમ એફ હુસૈન	Maqbool Fida Husain
ભરતપુર	Bharatpur (India)
વિશ્વ મહાસાગરો દિવસ	Wereld Oceanen Dag
સેન્ટ મેરી સ્ટેડિયમ	St. Mary's Stadium
દૂધરાજ	Aziatische paradijsmonarch
કપિલ	Maharshi Kapila
ક્રિકેટનું બૅટ	Cricket bat
વડોદરા જિલ્લો	Vadodara (district)
ઉત્તર કન્નડ જિલ્લો	Uttara Kannada
પાટણ	Patan (Gujarat)
લિબર્ટી સ્ટેડિયમ	Liberty Stadium
માલેગાંવ	Malegaon
કંડલા બંદર	Kandla
અમદાવાદ કેન્ટોનમેન્ટ	Ahmedabad Cantonment
શીખ	Sikh
અંદાડા	Andada
ઔરૈયા	Auraiya (India)
અકબરપુર	Akbarpur (Kanpur Dehat)
વરોરા	Warora
ઉડ્ડપી	Udupi (stad)
અમરોહા	Amroha
નયાગઢ	Nayagarh (stad)
અલંગ	Alang
બદ્રીનાથ	Badrinathpuri
અલમોડા	Almora (stad)
અરિયાલુર	Ariyalur (stad)
અમલનેર	Amalner
અંબાજી	Ambaji
ફેક જિલ્લો	Phek (district)
મૈસૂર જિલ્લો	Mysore (district)
ઔરંગાબાદ જિલ્લો	Aurangabad (district in Maharashtra)
સિટી ગ્રાઉન્ડ	City Ground
રાજસમન્દ જિલ્લો	Rajsamand (district)
યાવલ	Yawal
ખાનદેશ પ્રાંત	Khandesh
મલાગીર કસ્તુરો	Damalijster
ખીલ (રોગ)	Pustel
શ્યામમુખ વાઘોમડા	Maskergent
ભારતીય માનક સમય	Indian Standard Time
મધિયો	Aziatische wespendief
રાજાલાલ	Oranje menievogel
વેલી ઓફ ફ્લાવર્સ રાષ્ટ્રીય ઉદ્યાન	Nationaal park Valley of Flowers
આગ્રા જિલ્લો	Agra (district)
સોનભદ્ર જિલ્લો	Sonbhadra
કરનાલ જિલ્લો	Karnal (district)
કાંકેર	Kanker (stad)
કાનપુર દેહાત જિલ્લો	Kanpur Dehat
